"compteFab";"numFab";"IdFab";"compteMP";"numMP";"IdMP";"TypeMesure";"Quantite";"Unite";"provenance_mesure";"Conversion";"usage"
"7 MI 3, r. 33 et 34, R71";10764;6172;"7 MI 3, r. 33 et 34, R71";10764;5844;"longueur";;"aune";;;
"7 MI 3, r. 33 et 34, R71";10764;6172;"7 MI 3, r. 33 et 34, R71";10764;5845;"longueur";;"aune";;;
"7 MI 3, r. 33 et 34, R71";10765;6173;"7 MI 3, r. 33 et 34, R71";10765;5846;"longueur";;"aune";;;
"7 MI 3, r. 33 et 34, R71";10765;6174;"7 MI 3, r. 33 et 34, R71";10765;5846;"longueur";;"aune";;;
"7 MI 3, r. 33 et 34, R71";10768;6175;"7 MI 3, r. 33 et 34, R71";10768;5849;"longueur";24,00;"aune";;;
"7 MI 3, r. 33 et 34, R71";10772;6176;"7 MI 3, r. 33 et 34, R71";10772;5852;"longueur";0,75;"aune";;;"doublure"
"7 MI 3, r. 33 et 34, R71";10773;6178;"7 MI 3, r. 33 et 34, R71";10773;5853;"pelleterie";5,00;"dos";;;"doublure"
"7 MI 3, r. 33 et 34, R71";10773;6178;"7 MI 3, r. 33 et 34, R71";10773;5854;"pelleterie";9,00;"ventre";;;"doublure"
"7 MI 3, r. 33 et 34, R71";10780;6182;"7 MI 3, r. 33 et 34, R71";10780;5856;"longueur";2,00;"aune";;;
"7 MI 3, r. 33 et 34, R71";10783;6186;"7 MI 3, r. 33 et 34, R71";10783;5857;"longueur";3,00;"aune";;;
"7 MI 3, r. 33 et 34, R71";10783;6186;"7 MI 3, r. 33 et 34, R71";10783;5858;"poids";16,50;"once";;;"décoration"
"7 MI 3, r. 33 et 34, R71";10783;6186;"7 MI 3, r. 33 et 34, R71";10783;5859;"poids";0,12;"once";;;"couture"
"7 MI 3, r. 33 et 34, R71";10787;6188;"7 MI 3, r. 33 et 34, R71";10787;5863;"longueur";3,00;"aune";;;
"7 MI 3, r. 35, R72";10310;5849;"7 MI 3, r. 35, R72";10310;5474;"longueur";26,00;"aune";;;
"7 MI 3, r. 35, R72";10311;5850;"7 MI 3, r. 35, R72";10311;5475;"longueur";3,00;"aune";;;
"7 MI 3, r. 35, R72";10311;5850;"7 MI 3, r. 35, R72";10311;5476;"longueur";3,00;"aune";;;
"7 MI 3, r. 35, R72";10311;5850;"7 MI 3, r. 35, R72";10313;5478;"longueur";4,00;"aune";;;"garnir"
"7 MI 3, r. 35, R72";10312;5851;"7 MI 3, r. 35, R72";10312;5477;"longueur";3,00;"aune";;;
"7 MI 3, r. 35, R72";10788;6189;"7 MI 3, r. 35, R72";10788;5864;"longueur";4,00;"aune";;;
"7 MI 3, r. 35, R72";10788;6189;"7 MI 3, r. 35, R72";10790;5867;"pelleterie";3,00;"bête";;;"doublure"
"7 MI 3, r. 35, R72";10789;6190;"7 MI 3, r. 35, R72";10790;5865;"pelleterie";4,50;"manteau (ventre)";;;"doublure"
"7 MI 3, r. 35, R72";10789;6190;"7 MI 3, r. 35, R72";10790;5866;"pelleterie";5,00;"dos";;;"poignet et col"
"7 MI 3, r. 35, R72";10810;6191;"7 MI 3, r. 35, R72";10810;5892;"longueur";3,00;"aune";;;
"7 MI 3, r. 35, R72";10813;6192;"7 MI 3, r. 35, R72";10813;5895;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10813;6193;"7 MI 3, r. 35, R72";10813;5895;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10813;6193;"7 MI 3, r. 35, R72";10835;5917;"longueur";4,00;"aune";;;"doublure"
"7 MI 3, r. 35, R72";10814;6194;"7 MI 3, r. 35, R72";10814;5896;"longueur";2,50;"aune";;;
"7 MI 3, r. 35, R72";10817;6195;"7 MI 3, r. 35, R72";10817;5899;"longueur";3,00;"aune";;;
"7 MI 3, r. 35, R72";10819;6196;"7 MI 3, r. 35, R72";10819;5901;"longueur";1,50;"aune";;;
"7 MI 3, r. 35, R72";10821;6197;"7 MI 3, r. 35, R72";10821;5903;"longueur";16,50;"aune";;;
"7 MI 3, r. 35, R72";10831;6198;"7 MI 3, r. 35, R72";10831;5913;"longueur";14,00;"aune";;;
"7 MI 3, r. 35, R72";10832;6199;"7 MI 3, r. 35, R72";10832;5914;"longueur";12,00;"aune";;;
"7 MI 3, r. 35, R72";10833;6200;"7 MI 3, r. 35, R72";10833;5915;"longueur";2,50;"aune";;;
"7 MI 3, r. 35, R72";10834;6201;"7 MI 3, r. 35, R72";10834;5916;"longueur";5,00;"aune";;;"doublure"
"7 MI 3, r. 35, R72";10836;6202;"7 MI 3, r. 35, R72";10836;5918;"longueur";1,00;"ras";;;"Chambeaux des armes"
"7 MI 3, r. 35, R72";10837;6203;"7 MI 3, r. 35, R72";10837;5919;"longueur";1,34;"ras";;;
"7 MI 3, r. 35, R72";10837;6203;"7 MI 3, r. 35, R72";10837;5920;"longueur";1,34;"ras";;;
"7 MI 3, r. 35, R72";10837;6203;"7 MI 3, r. 35, R72";10837;5921;"longueur";1,34;"ras";;;
"7 MI 3, r. 35, R72";10837;6203;"7 MI 3, r. 35, R72";10837;5922;"longueur";1,34;"ras";;;
"7 MI 3, r. 35, R72";10838;6204;"7 MI 3, r. 35, R72";10838;5925;"pelleterie";7,00;"dos";;;"col"
"7 MI 3, r. 35, R72";10842;6206;"7 MI 3, r. 35, R72";10842;5932;"pelleterie";;"bête";;;"doublure"
"7 MI 3, r. 35, R72";10843;6207;"7 MI 3, r. 35, R72";10843;5933;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10843;6208;"7 MI 3, r. 35, R72";10843;5934;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10845;6210;"7 MI 3, r. 35, R72";10845;5935;"pelleterie";6,00;"dos";;;"doublure"
"7 MI 3, r. 35, R72";10845;6210;"7 MI 3, r. 35, R72";10845;5936;"pelleterie";8,00;"ventre";;;"doublure"
"7 MI 3, r. 35, R72";10846;6211;"7 MI 3, r. 35, R72";10846;5937;"pelleterie";;"bête";;;"jarre"
"7 MI 3, r. 35, R72";10846;6211;"7 MI 3, r. 35, R72";10846;5939;"pelleterie";4,00;"gorge";;;"doublure"
"7 MI 3, r. 35, R72";10846;6211;"7 MI 3, r. 35, R72";10846;5940;"pelleterie";;"penne";;;"doublure de manche"
"7 MI 3, r. 35, R72";10847;6212;"7 MI 3, r. 35, R72";10847;5941;"pelleterie";1,00;"gorge";;;"doublure"
"7 MI 3, r. 35, R72";10849;6214;"7 MI 3, r. 35, R72";10849;5943;"pelleterie";6,00;"ventre";;;"doublure"
"7 MI 3, r. 35, R72";10849;6214;"7 MI 3, r. 35, R72";10849;5944;"pelleterie";13,00;"ventre";;;"doublure"
"7 MI 3, r. 35, R72";10859;6220;"7 MI 3, r. 35, R72";10859;5949;"longueur";6,00;"aune";;;
"7 MI 3, r. 35, R72";10860;6221;"7 MI 3, r. 35, R72";10860;5950;"longueur";6,00;"aune";;;
"7 MI 3, r. 35, R72";10861;6222;"7 MI 3, r. 35, R72";10861;5951;"longueur";6,00;"aune";;;
"7 MI 3, r. 35, R72";10862;6223;"7 MI 3, r. 35, R72";10862;5952;"longueur";6,00;"aune";;;
"7 MI 3, r. 35, R72";10863;6224;"7 MI 3, r. 35, R72";10863;5953;"longueur";6,00;"aune";;;
"7 MI 3, r. 35, R72";10864;6225;"7 MI 3, r. 35, R72";10864;5954;"longueur";6,00;"aune";;;
"7 MI 3, r. 35, R72";10865;6226;"7 MI 3, r. 35, R72";10865;5955;"longueur";6,00;"aune";;;
"7 MI 3, r. 35, R72";10867;6227;"7 MI 3, r. 35, R72";10867;5957;"longueur";6,00;"aune";;;
"7 MI 3, r. 35, R72";10869;6228;"7 MI 3, r. 35, R72";10869;5959;"longueur";6,00;"aune";;;
"7 MI 3, r. 35, R72";10872;6229;"7 MI 3, r. 35, R72";10872;5961;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10876;6230;"7 MI 3, r. 35, R72";10876;5963;"longueur";8,00;"aune";;;
"7 MI 3, r. 35, R72";10877;6231;"7 MI 3, r. 35, R72";10877;5964;"longueur";0,50;"aune";;;
"7 MI 3, r. 35, R72";10879;6232;"7 MI 3, r. 35, R72";10879;5966;"longueur";5,00;"aune";;;
"7 MI 3, r. 35, R72";10880;6233;"7 MI 3, r. 35, R72";10880;5967;"longueur";17,00;"aune";;;"doublure"
"7 MI 3, r. 35, R72";10881;6234;"7 MI 3, r. 35, R72";10881;5968;"longueur";8,00;"aune";;;
"7 MI 3, r. 35, R72";10882;6235;"7 MI 3, r. 35, R72";10882;5969;"pelleterie";0,50;"manteau";;;"doublure de manche"
"7 MI 3, r. 35, R72";10885;6240;"7 MI 3, r. 35, R72";10885;5970;"longueur";3,00;"aune";;;
"7 MI 3, r. 35, R72";10886;6241;"7 MI 3, r. 35, R72";10886;5971;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10886;6241;"7 MI 3, r. 35, R72";10886;5972;"longueur";7,00;"aune";;;"doublure"
"7 MI 3, r. 35, R72";10886;6242;"7 MI 3, r. 35, R72";10886;5971;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10886;6243;"7 MI 3, r. 35, R72";10886;5971;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10886;6244;"7 MI 3, r. 35, R72";10886;5971;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10888;6245;"7 MI 3, r. 35, R72";10888;5973;"longueur";2,50;"aune";;;
"7 MI 3, r. 35, R72";10889;6246;"7 MI 3, r. 35, R72";10889;5974;"longueur";2,00;"aune";;;
"7 MI 3, r. 35, R72";10890;6247;"7 MI 3, r. 35, R72";10890;5975;"longueur";1,00;"aune";;;
"7 MI 3, r. 35, R72";10890;6247;"7 MI 3, r. 35, R72";10890;5976;"longueur";1,00;"aune";;;
"7 MI 3, r. 35, R72";10891;6248;"7 MI 3, r. 35, R72";10891;5977;"longueur";0,75;"aune";;;
"7 MI 3, r. 35, R72";10893;6249;"7 MI 3, r. 35, R72";10893;5978;"pelleterie";1,00;"penne";;;"doublure"
"7 MI 3, r. 35, R72";10895;6250;"7 MI 3, r. 35, R72";10895;5979;"longueur";10,00;"aune";;;
"7 MI 3, r. 35, R72";10897;6251;"7 MI 3, r. 35, R72";10897;5980;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10897;6252;"7 MI 3, r. 35, R72";10897;5980;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10898;6253;"7 MI 3, r. 35, R72";10898;5981;"longueur";3,50;"aune";;;
"7 MI 3, r. 35, R72";10898;6253;"7 MI 3, r. 35, R72";10898;5982;"longueur";4,00;"aune";;;"doublure"
"7 MI 3, r. 35, R72";10898;6253;"7 MI 3, r. 35, R72";10898;5983;"longueur";0,75;"aune";;;"devise manche"
"7 MI 3, r. 35, R72";10901;6254;"7 MI 3, r. 35, R72";10901;5986;"longueur";4,50;"aune";;;
"7 MI 3, r. 35, R72";10902;6255;"7 MI 3, r. 35, R72";10902;5987;"longueur";48,00;"aune";;;
"7 MI 3, r. 35, R72";10904;6256;"7 MI 3, r. 35, R72";10904;5989;"longueur";4,75;"aune";;;
"7 MI 3, r. 35, R72";10908;6257;"7 MI 3, r. 35, R72";10908;5990;"longueur";6,00;"aune";;;
"7 MI 3, r. 35, R72";10914;6258;"7 MI 3, r. 35, R72";10914;5994;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10914;6259;"7 MI 3, r. 35, R72";10914;5994;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10915;6260;"7 MI 3, r. 35, R72";10915;5995;"longueur";8,00;"aune";;;
"7 MI 3, r. 35, R72";10916;6261;"7 MI 3, r. 35, R72";10916;5996;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10916;6261;"7 MI 3, r. 35, R72";10918;5998;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10916;6262;"7 MI 3, r. 35, R72";10916;5996;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10916;6262;"7 MI 3, r. 35, R72";10918;5998;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10921;6264;"7 MI 3, r. 35, R72";10921;5999;"longueur";4,50;"aune";;;
"7 MI 3, r. 35, R72";10926;6266;"7 MI 3, r. 35, R72";10926;6003;"longueur";6,00;"aune";;;
"7 MI 3, r. 35, R72";10926;6266;"7 MI 3, r. 35, R72";10927;6004;"longueur";4,00;"aune";;;"freppe"
"7 MI 3, r. 35, R72";10928;6267;"7 MI 3, r. 35, R72";10928;6005;"longueur";3,00;"aune";;;
"7 MI 3, r. 35, R72";10929;6268;"7 MI 3, r. 35, R72";10929;6006;"longueur";30,00;"aune";;;
"7 MI 3, r. 35, R72";10931;6269;"7 MI 3, r. 35, R72";10931;6008;"longueur";9,00;"aune";;;
"7 MI 3, r. 35, R72";10931;6269;"7 MI 3, r. 35, R72";10932;6009;"longueur";9,00;"aune";;;"doublure"
"7 MI 3, r. 35, R72";10933;6270;"7 MI 3, r. 35, R72";10933;6010;"longueur";2,50;"aune";;;
"7 MI 3, r. 35, R72";10933;6270;"7 MI 3, r. 35, R72";10933;6011;"longueur";3,00;"aune";;;"doublure"
"7 MI 3, r. 35, R72";10935;6272;"7 MI 3, r. 35, R72";10935;6013;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10935;6273;"7 MI 3, r. 35, R72";10935;6013;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10938;6275;"7 MI 3, r. 35, R72";10938;6014;"longueur";2,33;"aune";;;
"7 MI 3, r. 35, R72";10941;6276;"7 MI 3, r. 35, R72";10941;6017;"pelleterie";14,00;"bête (douzaine)";;;"doublure"
"7 MI 3, r. 35, R72";10942;6277;"7 MI 3, r. 35, R72";10942;6018;"longueur";1,50;"aune";;;
"7 MI 3, r. 35, R72";10943;6278;"7 MI 3, r. 35, R72";10943;6019;"longueur";21,00;"aune";;;
"7 MI 3, r. 35, R72";10944;6279;"7 MI 3, r. 35, R72";10944;6020;"longueur";1,50;"aune";;;
"7 MI 3, r. 35, R72";10945;6280;"7 MI 3, r. 35, R72";10945;6021;"pelleterie";2,00;"dos";;;"doublure"
"7 MI 3, r. 35, R72";10945;6281;"7 MI 3, r. 35, R72";10945;6022;"pelleterie";;"gorge";;;"doublure"
"7 MI 3, r. 35, R72";10948;6284;"7 MI 3, r. 35, R72";10948;6024;"longueur";7,00;"aune";;;
"7 MI 3, r. 35, R72";10948;6288;"7 MI 3, r. 35, R72";10948;6024;"longueur";7,00;"aune";;;
"7 MI 3, r. 35, R72";10948;6288;"7 MI 3, r. 35, R72";10952;6028;"pelleterie";2,50;"manteau";;;
"7 MI 3, r. 35, R72";10950;6285;"7 MI 3, r. 35, R72";10950;6026;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10950;6286;"7 MI 3, r. 35, R72";10950;6026;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10951;6287;"7 MI 3, r. 35, R72";10951;6027;"pelleterie";80,00;"gorge";;;"doublure"
"7 MI 3, r. 35, R72";10953;6289;"7 MI 3, r. 35, R72";10953;6030;"pelleterie";40,00;"bête";;;"doublure"
"7 MI 3, r. 35, R72";10954;6290;"7 MI 3, r. 35, R72";10954;6031;"longueur";2,00;"aune";;;
"7 MI 3, r. 35, R72";10954;6290;"7 MI 3, r. 35, R72";10954;6032;"poids";1,50;"livre";;;
"7 MI 3, r. 35, R72";10954;6290;"7 MI 3, r. 35, R72";10955;6033;"longueur";4,00;"aune";;;
"7 MI 3, r. 35, R72";10954;6290;"7 MI 3, r. 35, R72";10955;6034;"longueur";2,00;"aune";;;
"7 MI 3, r. 35, R72";10954;6290;"7 MI 3, r. 35, R72";10956;6035;"unité";12,00;"objet";;;
"7 MI 3, r. 35, R72";10954;6290;"7 MI 3, r. 35, R72";10956;6036;"unité";24,00;"objet";;;
"7 MI 3, r. 35, R72";10958;6291;"7 MI 3, r. 35, R72";10958;6038;"pelleterie";2,00;"manteau";;;"doublure"
"7 MI 3, r. 35, R72";10959;6292;"7 MI 3, r. 35, R72";10959;6039;"pelleterie";1,00;"fourrure";;;"doublure"
"7 MI 3, r. 35, R72";10961;6293;"7 MI 3, r. 35, R72";10961;6041;"longueur";6,75;"aune";;;
"7 MI 3, r. 35, R72";10963;6294;"7 MI 3, r. 35, R72";10963;6043;"longueur";3,25;"aune";;;
"7 MI 3, r. 35, R72";10966;6297;"7 MI 3, r. 35, R72";10966;6045;"pelleterie";3,00;"penne";;;"doublure"
"7 MI 3, r. 35, R72";10966;6297;"7 MI 3, r. 35, R72";10966;6046;"pelleterie";3,00;"penne";;;"doublure"
"7 MI 3, r. 35, R72";10967;6298;"7 MI 3, r. 35, R72";10967;6047;"longueur";4,00;"aune";;;
"7 MI 3, r. 35, R72";10968;6299;"7 MI 3, r. 35, R72";10968;6048;"longueur";3,00;"aune";;;
"7 MI 3, r. 35, R72";10970;6300;"7 MI 3, r. 35, R72";10970;6049;"longueur";3,00;"aune";;;"doublure"
"7 MI 3, r. 35, R72";10975;6301;"7 MI 3, r. 35, R72";10975;6054;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10975;6302;"7 MI 3, r. 35, R72";10975;6054;"longueur";;"aune";;;
"7 MI 3, r. 35, R72";10977;6303;"7 MI 3, r. 35, R72";10977;6056;"longueur";3,50;"aune";;;
"7 MI 3, r. 35, R72";10978;6304;"7 MI 3, r. 35, R72";10978;6057;"longueur";2,50;"pièce";;;
"7 MI 3, r. 35, R72";10978;6304;"7 MI 3, r. 35, R72";10978;6058;"longueur";2,00;"pièce";;;"doublure"
"7 MI 3, r. 35, R72";10979;6305;"7 MI 3, r. 35, R72";10979;6059;"longueur";10,00;"aune";;;"doublure"
"7 MI 3, r. 35, R72";10979;6305;"7 MI 3, r. 35, R72";10979;6060;"longueur";3,00;"aune";;;"doublure"
"7 MI 3, r. 35, R72";10981;6306;"7 MI 3, r. 35, R72";10981;6062;"longueur";3,00;"aune";;;
"7 MI 3, r. 35, R72";10981;6306;"7 MI 3, r. 35, R72";10989;6069;"pelleterie";1,00;"penne";;;"doublure"
"7 MI 3, r. 35, R72";10982;6307;"7 MI 3, r. 35, R72";10982;6063;"longueur";3,00;"aune";;;
"7 MI 3, r. 35, R72";10983;6308;"7 MI 3, r. 35, R72";10983;6064;"longueur";1,50;"aune";;;
"7 MI 3, r. 35, R72";10984;6309;"7 MI 3, r. 35, R72";10984;6065;"longueur";0,50;"aune";;;
"7 MI 3, r. 35, R72";10986;6310;"7 MI 3, r. 35, R72";10986;6066;"longueur";1,50;"aune";;;
"7 MI 3, r. 35, R72";10987;6311;"7 MI 3, r. 35, R72";10987;6067;"longueur";1,50;"aune";;;
"7 MI 3, r. 36, R73";11123;6389;"7 MI 3, r. 36, R73";11123;6196;"pelleterie";300,00;"bête";;;"doublure"
"7 MI 3, r. 36, R73";11123;6389;"7 MI 3, r. 36, R73";11125;6197;"pelleterie";700,00;"bête (centaine)";;;"doublure"
"7 MI 3, r. 36, R73";11128;6393;"7 MI 3, r. 36, R73";11128;6198;"pelleterie";4,00;"manteau";;;"doublure"
"7 MI 3, r. 36, R73";11130;6394;"7 MI 3, r. 36, R73";11130;6200;"pelleterie";1,50;"manteau";;;"doublure"
"7 MI 3, r. 36, R73";11131;6395;"7 MI 3, r. 36, R73";11131;6201;"pelleterie";4,00;"penne";;;"doublure"
"7 MI 3, r. 36, R73";11134;6396;"7 MI 3, r. 36, R73";11134;6202;"pelleterie";1,00;"penne";;;"doublure"
"7 MI 3, r. 36, R73";11139;6399;"7 MI 3, r. 36, R73";11139;6205;"longueur";116,00;"aune";;;
"7 MI 3, r. 36, R73";11140;6400;"7 MI 3, r. 36, R73";11140;6206;"longueur";1,00;"aune";;;
"7 MI 3, r. 36, R73";11140;6400;"7 MI 3, r. 36, R73";11140;6207;"longueur";1,00;"aune";;;
"7 MI 3, r. 36, R73";11141;6401;"7 MI 3, r. 36, R73";11141;6208;"longueur";3,00;"aune";;;"doublure"
"7 MI 3, r. 36, R73";11144;6402;"7 MI 3, r. 36, R73";11144;6211;"longueur";3,00;"aune";;;
"7 MI 3, r. 36, R73";11147;6403;"7 MI 3, r. 36, R73";11147;6214;"longueur";1,50;"aune";;;
"7 MI 3, r. 36, R73";11150;6404;"7 MI 3, r. 36, R73";11150;6217;"longueur";15,00;"aune";;;
"7 MI 3, r. 36, R73";11151;6405;"7 MI 3, r. 36, R73";11151;6218;"longueur";6,50;"aune";;;
"7 MI 3, r. 36, R73";11155;6406;"7 MI 3, r. 36, R73";11155;6221;"longueur";12,00;"aune";;;
"7 MI 3, r. 36, R73";11157;6407;"7 MI 3, r. 36, R73";11157;6223;"longueur";6,00;"aune des grandes";;;
"7 MI 3, r. 36, R73";11157;6407;"7 MI 3, r. 36, R73";11158;6224;"longueur";6,00;"aune";;;
"7 MI 3, r. 36, R73";11157;6407;"7 MI 3, r. 36, R73";11159;6225;"pelleterie";1,50;"manteau";;;"doublure"
"7 MI 3, r. 36, R73";11160;6408;"7 MI 3, r. 36, R73";11160;6226;"longueur";13,33;"aune";;;
"7 MI 3, r. 36, R73";11161;6409;"7 MI 3, r. 36, R73";11161;6227;"longueur";2,50;"aune";;;
"7 MI 3, r. 36, R73";11162;6410;"7 MI 3, r. 36, R73";11159;6225;"longueur";2,00;"aune";;;
"7 MI 3, r. 36, R73";11168;6414;"7 MI 3, r. 36, R73";11168;6232;"longueur";5,00;"aune";;;
"7 MI 3, r. 36, R73";11168;6414;"7 MI 3, r. 36, R73";11168;6233;"longueur";4,00;"aune";;;"doublure"
"7 MI 3, r. 36, R73";11169;6415;"7 MI 3, r. 36, R73";11169;6234;"longueur";;"aune";;;
"7 MI 3, r. 36, R73";11169;6416;"7 MI 3, r. 36, R73";11169;6234;"longueur";;"aune";;;
"7 MI 3, r. 36, R73";11172;6417;"7 MI 3, r. 36, R73";11172;6237;"longueur";2,50;"aune";;;
"7 MI 3, r. 36, R73";11174;6418;"7 MI 3, r. 36, R73";11174;6239;"longueur";2,00;"pièce";;;
"7 MI 3, r. 36, R73";11176;6420;"7 MI 3, r. 36, R73";11176;6241;"longueur";;"aune";;;"doublure"
"7 MI 3, r. 36, R73";11176;6421;"7 MI 3, r. 36, R73";11176;6241;"longueur";;"aune";;;"doublure"
"7 MI 3, r. 36, R73";11177;6422;"7 MI 3, r. 36, R73";11177;6242;"pelleterie";1,00;"manteau";;;"doublure"
"7 MI 3, r. 36, R73";11178;6423;"7 MI 3, r. 36, R73";11178;6243;"pelleterie";2000,00;"bête";;;"doublure"
"7 MI 3, r. 36, R73";11179;6424;"7 MI 3, r. 36, R73";11179;6244;"longueur";1,00;"pièce";;;"doublure"
"7 MI 3, r. 36, R73";11181;6425;"7 MI 3, r. 36, R73";11181;6247;"longueur";15,00;"aune";;;
"7 MI 3, r. 36, R73";11182;6426;"7 MI 3, r. 36, R73";11182;6248;"pelleterie";2,00;"manteau";;;"doublure"
"7 MI 3, r. 36, R73";11183;6427;"7 MI 3, r. 36, R73";11183;6249;"longueur";3,00;"aune";;;
"7 MI 3, r. 36, R73";11184;6428;"7 MI 3, r. 36, R73";11184;6250;"longueur";21,00;"aune";;;
"7 MI 3, r. 36, R73";11185;6429;"7 MI 3, r. 36, R73";11185;6251;"longueur";6,00;"aune";;;
"7 MI 3, r. 36, R73";11186;6430;"7 MI 3, r. 36, R73";11186;6252;"longueur";16,75;"aune";;;
"7 MI 3, r. 36, R73";11191;6433;"7 MI 3, r. 36, R73";11191;6255;"longueur";12,00;"aune";;;
"7 MI 3, r. 36, R73";11191;6434;"7 MI 3, r. 36, R73";11191;6256;"longueur";5,00;"aune";;;
"7 MI 3, r. 36, R74";10991;6314;"7 MI 3, r. 36, R74";10991;6070;"longueur";;"aune";;;"doublure"
"7 MI 3, r. 36, R74";10991;6314;"7 MI 3, r. 36, R74";10991;6071;"longueur";;"aune";;;
"7 MI 3, r. 36, R74";10991;6314;"7 MI 3, r. 36, R74";10991;6072;"longueur";;"aune";;;
"7 MI 3, r. 36, R74";10992;6315;"7 MI 3, r. 36, R74";10992;6073;"longueur";1,00;"pièce";;;
"7 MI 3, r. 36, R74";11000;6316;"7 MI 3, r. 36, R74";11000;6082;"longueur";6,00;"aune";;;
"7 MI 3, r. 36, R74";11001;6317;"7 MI 3, r. 36, R74";11002;6083;"pelleterie";;"penne";;;"doublure"
"7 MI 3, r. 36, R74";11002;6318;"7 MI 3, r. 36, R74";11002;6083;"pelleterie";;"penne";;;"doublure"
"7 MI 3, r. 36, R74";11005;6319;"7 MI 3, r. 36, R74";11005;6085;"pelleterie";1,00;"bête";;;"doublure de manche"
"7 MI 3, r. 36, R74";11005;6319;"7 MI 3, r. 36, R74";11006;6086;"pelleterie";;"bête";;;"doublure de corps"
"7 MI 3, r. 36, R74";11009;6320;"7 MI 3, r. 36, R74";11009;6087;"longueur";16,00;"aune";;;
"7 MI 3, r. 36, R74";11009;6320;"7 MI 3, r. 36, R74";11013;6091;"longueur";6,00;"aune";;;"doublure"
"7 MI 3, r. 36, R74";11009;6320;"7 MI 3, r. 36, R74";11013;6092;"longueur";1,75;"pièce";;;"doublure"
"7 MI 3, r. 36, R74";11010;6321;"7 MI 3, r. 36, R74";11010;6088;"longueur";1,00;"aune";;;
"7 MI 3, r. 36, R74";11010;6321;"7 MI 3, r. 36, R74";11010;6089;"longueur";1,00;"aune";;;
"7 MI 3, r. 36, R74";11010;6321;"7 MI 3, r. 36, R74";11011;6090;"longueur";1,50;"aune";;;"garnir"
"7 MI 3, r. 36, R74";11018;6325;"7 MI 3, r. 36, R74";11018;6093;"pelleterie";12,00;"dos";;;"jarre col et poignet"
"7 MI 3, r. 36, R74";11018;6325;"7 MI 3, r. 36, R74";11018;6094;"pelleterie";8,00;"ventre";;;
"7 MI 3, r. 36, R74";11020;6326;"7 MI 3, r. 36, R74";11020;6095;"longueur";;"aune";;;
"7 MI 3, r. 36, R74";11021;6327;"7 MI 3, r. 36, R74";11021;6096;"longueur";12,00;"ras";;;
"7 MI 3, r. 36, R74";11021;6327;"7 MI 3, r. 36, R74";11024;6098;"pelleterie";;"manteau";;;"doublure"
"7 MI 3, r. 36, R74";11022;6328;"7 MI 3, r. 36, R74";11022;6097;"longueur";6,00;"ras";;;
"7 MI 3, r. 36, R74";11022;6328;"7 MI 3, r. 36, R74";11024;6098;"pelleterie";;"manteau";;;"doublure"
"7 MI 3, r. 36, R74";11026;6329;"7 MI 3, r. 36, R74";11026;6099;"pelleterie";2,50;"manteau";;;"doublure"
"7 MI 3, r. 36, R74";11027;6330;"7 MI 3, r. 36, R74";11027;6100;"longueur";1,50;"pièce";;;
"7 MI 3, r. 36, R74";11029;6331;"7 MI 3, r. 36, R74";11029;6101;"longueur";2,00;"ras";;;
"7 MI 3, r. 36, R74";11029;6331;"7 MI 3, r. 36, R74";11031;6102;"longueur";2,00;"ras";;;"garnir"
"7 MI 3, r. 36, R74";11032;6332;"7 MI 3, r. 36, R74";11032;6103;"longueur";;"ras";;;
"7 MI 3, r. 36, R74";11032;6333;"7 MI 3, r. 36, R74";11032;6103;"longueur";;"ras";;;
"7 MI 3, r. 36, R74";11033;6334;"7 MI 3, r. 36, R74";11033;6104;"longueur";2,00;"ras";;;
"7 MI 3, r. 36, R74";11033;6334;"7 MI 3, r. 36, R74";11037;6107;"longueur";2,00;"ras";;;
"7 MI 3, r. 36, R74";11035;6335;"7 MI 3, r. 36, R74";11035;6105;"longueur";1,50;"ras";;;
"7 MI 3, r. 36, R74";11036;6336;"7 MI 3, r. 36, R74";11036;6106;"longueur";1,00;"ras";;;
"7 MI 3, r. 36, R74";11038;6337;"7 MI 3, r. 36, R74";11038;6108;"longueur";7,00;"aune";;;
