"compte";"numTrans";"Personne";"Expression"
"7 MI 3,  r. 29 et r. 30, R68";10119;4435;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10121;3765;"couturier"
"7 MI 3,  r. 29 et r. 30, R68";10122;4483;"pellicier"
"7 MI 3,  r. 29 et r. 30, R68";10135;3796;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10136;3950;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10138;3609;"pellicier"
"7 MI 3,  r. 29 et r. 30, R68";10143;4587;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10144;4588;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10163;620;"couturier"
"7 MI 3,  r. 29 et r. 30, R68";10168;3323;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10170;3323;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10172;4402;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10173;4642;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10173;4643;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10174;4647;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10175;3950;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10175;4648;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10175;4649;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10176;4402;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10176;4650;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10177;3950;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10178;4651;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10179;4402;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10180;4652;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10184;3609;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10185;3609;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10186;3609;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10187;4655;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10188;4660;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10189;4660;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10193;3827;"pellicier"
"7 MI 3,  r. 31 et r. 32, R69";10195;3552;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10197;4662;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10198;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10199;4668;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10200;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10201;4669;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10202;3552;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10203;3552;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10208;3950;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10209;3950;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10213;3552;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10217;3746;"orfèvre"
"7 MI 3,  r. 31 et r. 32, R69";10224;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10225;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10226;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10227;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10228;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10229;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10230;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10231;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10232;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10233;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10234;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10235;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10236;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10237;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10238;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10239;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10240;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10241;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10242;4688;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10243;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10244;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10245;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10246;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10247;4290;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10248;3292;"drapier"
"7 MI 3,  r. 31 et r. 32, R69";10249;3019;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10250;4711;"marchand"
"7 MI 3,  r. 31 et r. 32, R69";10253;4713;"couturier"
"7 MI 3,  r. 31 et r. 32, R69";10255;4718;"tisserand"
"7 MI 3,  r. 31 et r. 32, R69";10260;3552;"implicite"
"7 MI 3,  r. 31 et r. 32, R69";10261;3609;"pelletier"
"7 MI 3,  r. 31 et r. 32, R69";10262;3552;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7671;2745;"pelletier"
"7 MI 3, r. 10 et r. 11, R48";7672;3173;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7673;3146;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7674;3146;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7675;3146;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7676;3146;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7677;3146;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7678;3146;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7679;3146;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7680;3146;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7681;3146;
"7 MI 3, r. 10 et r. 11, R48";7682;3146;
"7 MI 3, r. 10 et r. 11, R48";7683;3146;
"7 MI 3, r. 10 et r. 11, R48";7684;3146;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7685;3146;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7686;3146;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7687;3146;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7688;3146;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7689;3146;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7690;3146;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7704;3032;"couturier"
"7 MI 3, r. 10 et r. 11, R48";7705;2485;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7707;3206;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7708;3163;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7710;3206;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7711;2950;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7712;3032;"couturier"
"7 MI 3, r. 10 et r. 11, R48";7713;3206;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7715;3206;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7716;3015;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7719;2568;"mercier"
"7 MI 3, r. 10 et r. 11, R48";7720;3218;"couturier"
"7 MI 3, r. 10 et r. 11, R48";7721;147;"pellicier"
"7 MI 3, r. 10 et r. 11, R48";7722;3015;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7723;3146;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7725;3146;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7726;1290;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7727;3219;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7728;3221;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7732;3221;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7733;3146;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7735;3221;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7736;3221;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7737;3221;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7740;3221;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7742;3221;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7744;3221;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7745;3146;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7747;3232;"gantier"
"7 MI 3, r. 10 et r. 11, R48";7748;3055;"pelletier"
"7 MI 3, r. 10 et r. 11, R48";7749;3055;"pelletier"
"7 MI 3, r. 10 et r. 11, R48";7750;3055;"pelletier"
"7 MI 3, r. 10 et r. 11, R48";7752;3015;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7753;2980;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7754;147;"pelletier"
"7 MI 3, r. 10 et r. 11, R48";7755;3015;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7757;3221;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7758;3055;"pelletier"
"7 MI 3, r. 10 et r. 11, R48";7762;3221;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7766;3082;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7767;3019;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7768;3019;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7769;3019;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7770;3077;"mercier"
"7 MI 3, r. 10 et r. 11, R48";7771;3022;"apothicaire"
"7 MI 3, r. 10 et r. 11, R48";7772;3019;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7773;1976;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7775;3077;"mercier"
"7 MI 3, r. 10 et r. 11, R48";7779;147;"pelletier"
"7 MI 3, r. 10 et r. 11, R48";7780;3239;"mercier"
"7 MI 3, r. 10 et r. 11, R48";7784;3241;"pelletier"
"7 MI 3, r. 10 et r. 11, R48";7786;2950;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7789;3105;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7790;3019;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7792;3077;"mercier"
"7 MI 3, r. 10 et r. 11, R48";7793;3077;"mercier"
"7 MI 3, r. 10 et r. 11, R48";7794;3019;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7795;3019;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7796;3019;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7798;147;"pelletier"
"7 MI 3, r. 10 et r. 11, R48";7809;2950;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7810;2950;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7811;2950;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7812;3247;"dorier"
"7 MI 3, r. 10 et r. 11, R48";7816;2950;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7818;3249;"ferratier"
"7 MI 3, r. 10 et r. 11, R48";7819;3022;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7820;3022;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7826;2997;"couturier"
"7 MI 3, r. 10 et r. 11, R48";7828;3019;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7829;3019;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7830;3019;"drapier"
"7 MI 3, r. 10 et r. 11, R48";7837;2174;"implicite"
"7 MI 3, r. 10 et r. 11, R48";7838;2985;"mercier"
"7 MI 3, r. 32, R70";10264;4723;"implicite"
"7 MI 3, r. 32, R70";10265;3687;"implicite"
"7 MI 3, r. 32, R70";10268;3687;"implicite"
"7 MI 3, r. 32, R70";10269;4728;"implicite"
"7 MI 3, r. 32, R70";10270;4729;"1"
"7 MI 3, r. 32, R70";10271;4729;"implicite"
"7 MI 3, r. 32, R70";10272;4418;"implicite"
"7 MI 3, r. 32, R70";10273;4402;"implicite"
"7 MI 3, r. 32, R70";10273;4731;
"7 MI 3, r. 32, R70";10274;4732;"implicite"
"7 MI 3, r. 32, R70";10275;4731;"implicite"
"7 MI 3, r. 32, R70";10276;4728;"implicite"
"7 MI 3, r. 32, R70";10277;4728;"implicite"
"7 MI 3, r. 32, R70";10278;4728;"implicite"
"7 MI 3, r. 32, R70";10280;4728;"implicite"
"7 MI 3, r. 32, R70";10281;4648;"implicite"
"7 MI 3, r. 32, R70";10281;4735;"implicite"
"7 MI 3, r. 32, R70";10281;4736;
"7 MI 3, r. 32, R70";10282;4648;"implicite"
"7 MI 3, r. 32, R70";10282;4735;"implicite"
"7 MI 3, r. 32, R70";10282;4736;
"7 MI 3, r. 32, R70";10283;4738;"implicite"
"7 MI 3, r. 32, R70";10295;3609;"implicite"
"7 MI 3, r. 32, R70";10296;3609;"implicite"
"7 MI 3, r. 32, R70";10298;3609;"implicite"
"7 MI 3, r. 32, R70";10299;3609;"implicite"
"7 MI 3, r. 32, R70";10301;3609;"implicite"
"7 MI 3, r. 32, R70";10303;3609;"implicite"
"7 MI 3, r. 32, R70";10305;3552;"implicite"
"7 MI 3, r. 32, R70";10306;3552;"implicite"
"7 MI 3, r. 32, R70";10307;3552;"implicite"
"7 MI 3, r. 32, R70";10308;3950;"implicite"
"7 MI 3, r. 32, R70";10309;3950;"implicite"
"7 MI 3, r. 32, R70";10317;268;"implicite"
"7 MI 3, r. 32, R70";10318;3552;"implicite"
"7 MI 3, r. 32, R70";10319;3950;"implicite"
"7 MI 3, r. 32, R70";10323;3552;"implicite"
"7 MI 3, r. 32, R70";10324;4744;"implicite"
"7 MI 3, r. 32, R70";10325;3950;"implicite"
"7 MI 3, r. 32, R70";10326;4745;"implicite"
"7 MI 3, r. 32, R70";10327;620;"implicite"
"7 MI 3, r. 32, R70";10329;4403;"implicite"
"7 MI 3, r. 32, R70";10330;4749;"implicite"
"7 MI 3, r. 32, R70";10334;4750;"implicite"
"7 MI 3, r. 32, R70";10336;4290;"implicite"
"7 MI 3, r. 32, R70";10337;4290;"implicite"
"7 MI 3, r. 32, R70";10338;4290;"implicite"
"7 MI 3, r. 32, R70";10339;4290;"implicite"
"7 MI 3, r. 32, R70";10340;4290;"implicite"
"7 MI 3, r. 32, R70";10341;4290;"implicite"
"7 MI 3, r. 32, R70";10342;4290;"implicite"
"7 MI 3, r. 32, R70";10343;4290;"implicite"
"7 MI 3, r. 32, R70";10344;4290;"implicite"
"7 MI 3, r. 32, R70";10345;4290;"implicite"
"7 MI 3, r. 32, R70";10346;4290;"implicite"
"7 MI 3, r. 32, R70";10347;4752;"implicite"
"7 MI 3, r. 32, R70";10348;4290;"implicite"
"7 MI 3, r. 32, R70";10349;4290;"implicite"
"7 MI 3, r. 32, R70";10350;4290;"implicite"
"7 MI 3, r. 32, R70";10351;4290;"implicite"
"7 MI 3, r. 32, R70";10352;4753;"implicite"
"7 MI 3, r. 32, R70";10353;4290;"implicite"
"7 MI 3, r. 32, R70";10354;4290;"implicite"
"7 MI 3, r. 32, R70";10355;4290;"implicite"
"7 MI 3, r. 32, R70";10356;4290;"implicite"
"7 MI 3, r. 32, R70";10357;4290;"implicite"
"7 MI 3, r. 32, R70";10358;4290;"implicite"
"7 MI 3, r. 32, R70";10359;4290;"implicite"
"7 MI 3, r. 32, R70";10360;3552;"implicite"
"7 MI 3, r. 32, R70";10361;3552;"implicite"
"7 MI 3, r. 32, R70";10362;3552;"implicite"
"7 MI 3, r. 32, R70";10363;3552;"implicite"
"7 MI 3, r. 32, R70";10364;4290;"implicite"
"7 MI 3, r. 32, R70";10365;4290;"implicite"
"7 MI 3, r. 32, R70";10366;4756;"implicite"
"7 MI 3, r. 32, R70";10367;3552;"implicite"
"7 MI 3, r. 32, R70";10368;3552;"implicite"
"7 MI 3, r. 32, R70";10369;3552;"implicite"
"7 MI 3, r. 32, R70";10370;3552;"implicite"
"7 MI 3, r. 32, R70";10371;3552;"implicite"
"7 MI 3, r. 32, R70";10372;3552;"implicite"
"7 MI 3, r. 32, R70";10373;3552;"implicite"
"7 MI 3, r. 32, R70";10374;3552;"implicite"
"7 MI 3, r. 32, R70";10375;3552;"implicite"
"7 MI 3, r. 32, R70";10376;3552;"implicite"
"7 MI 3, r. 32, R70";10377;3552;"implicite"
"7 MI 3, r. 32, R70";10378;3552;"implicite"
"7 MI 3, r. 32, R70";10379;3552;"implicite"
"7 MI 3, r. 32, R70";10380;268;"implicite"
"7 MI 3, r. 32, R70";10381;3552;"implicite"
"7 MI 3, r. 32, R70";10382;3552;"implicite"
"7 MI 3, r. 32, R70";10383;268;"implicite"
"7 MI 3, r. 32, R70";10384;3552;"implicite"
"7 MI 3, r. 32, R70";10385;3552;"implicite"
"7 MI 3, r. 32, R70";10386;3552;"implicite"
"7 MI 3, r. 32, R70";10387;3552;"implicite"
"7 MI 3, r. 32, R70";10388;3552;"implicite"
"7 MI 3, r. 32, R70";10389;3552;"implicite"
"7 MI 3, r. 32, R70";10390;3552;"implicite"
"7 MI 3, r. 32, R70";10391;3552;"implicite"
"7 MI 3, r. 32, R70";10392;3552;"implicite"
"7 MI 3, r. 32, R70";10393;3552;"implicite"
"7 MI 3, r. 32, R70";10394;3552;
"7 MI 3, r. 32, R70";10395;3552;"implicite"
"7 MI 3, r. 32, R70";10396;268;"implicite"
"7 MI 3, r. 32, R70";10397;3552;"implicite"
"7 MI 3, r. 32, R70";10398;3552;"implicite"
"7 MI 3, r. 32, R70";10399;3552;"implicite"
"7 MI 3, r. 32, R70";10400;3552;"implicite"
"7 MI 3, r. 32, R70";10401;3552;"implicite"
"7 MI 3, r. 32, R70";10402;3552;"implicite"
"7 MI 3, r. 32, R70";10403;3552;"implicite"
"7 MI 3, r. 32, R70";10404;3552;"implicite"
"7 MI 3, r. 32, R70";10405;3552;"implicite"
"7 MI 3, r. 32, R70";10406;3552;"implicite"
"7 MI 3, r. 32, R70";10407;3552;"implicite"
"7 MI 3, r. 32, R70";10408;3552;"implicite"
"7 MI 3, r. 32, R70";10409;3552;"implicite"
"7 MI 3, r. 32, R70";10410;4759;"implicite"
"7 MI 3, r. 32, R70";10411;3552;"implicite"
"7 MI 3, r. 32, R70";10412;3552;"implicite"
"7 MI 3, r. 32, R70";10413;3552;"implicite"
"7 MI 3, r. 32, R70";10414;4434;"gantier"
"7 MI 3, r. 32, R70";10417;4434;"gantier"
"7 MI 3, r. 32, R70";10418;3552;"implicite"
"7 MI 3, r. 32, R70";10419;3552;"implicite"
"7 MI 3, r. 32, R70";10420;3552;"implicite"
"7 MI 3, r. 32, R70";10421;3552;"implicite"
"7 MI 3, r. 32, R70";10422;3552;"implicite"
"7 MI 3, r. 32, R70";10423;3552;"implicite"
"7 MI 3, r. 32, R70";10424;268;"implicite"
"7 MI 3, r. 32, R70";10425;3552;"implicite"
"7 MI 3, r. 32, R70";10426;3552;"implicite"
"7 MI 3, r. 32, R70";10427;268;"implicite"
"7 MI 3, r. 32, R70";10428;268;"implicite"
"7 MI 3, r. 32, R70";10430;3552;"implicite"
"7 MI 3, r. 32, R70";10431;3552;"implicite"
"7 MI 3, r. 32, R70";10439;4760;"mercier"
"7 MI 3, r. 32, R70";10473;3117;"drapier"
"7 MI 3, r. 32, R70";10477;3705;"implicite"
"7 MI 3, r. 32, R70";10492;4802;"implicite"
"7 MI 3, r. 32, R70";10492;4803;"implicite"
"7 MI 3, r. 32, R70";10496;4760;"mercier"
"7 MI 3, r. 32, R70";10497;3323;"implicite"
"7 MI 3, r. 32, R70";10498;4759;"marchand"
"7 MI 3, r. 32, R70";10499;3623;"drapier"
"7 MI 3, r. 32, R70";10503;4810;"implicite"
"7 MI 3, r. 33 et 34, R71";10508;4814;"implicite"
"7 MI 3, r. 33 et 34, R71";10509;4814;"implicite"
"7 MI 3, r. 33 et 34, R71";10511;4816;
"7 MI 3, r. 33 et 34, R71";10512;4816;"implicite"
"7 MI 3, r. 33 et 34, R71";10513;4816;"implicite"
"7 MI 3, r. 33 et 34, R71";10515;4817;"implicite"
"7 MI 3, r. 33 et 34, R71";10516;620;"implicite"
"7 MI 3, r. 33 et 34, R71";10518;4819;"implicite"
"7 MI 3, r. 33 et 34, R71";10519;4819;"implicite"
"7 MI 3, r. 33 et 34, R71";10520;4819;"implicite"
"7 MI 3, r. 33 et 34, R71";10521;4819;"implicite"
"7 MI 3, r. 33 et 34, R71";10522;4820;"implicite"
"7 MI 3, r. 33 et 34, R71";10523;4820;"implicite"
"7 MI 3, r. 33 et 34, R71";10525;4820;"implicite"
"7 MI 3, r. 33 et 34, R71";10526;4441;"chapellier"
"7 MI 3, r. 33 et 34, R71";10527;4821;"implicite"
"7 MI 3, r. 33 et 34, R71";10528;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10530;3950;"implicite"
"7 MI 3, r. 33 et 34, R71";10534;4822;"implicite"
"7 MI 3, r. 33 et 34, R71";10535;4642;"implicite"
"7 MI 3, r. 33 et 34, R71";10536;4823;"implicite"
"7 MI 3, r. 33 et 34, R71";10545;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10546;4820;"pellicier"
"7 MI 3, r. 33 et 34, R71";10547;4820;"implicite"
"7 MI 3, r. 33 et 34, R71";10550;4828;"implicite"
"7 MI 3, r. 33 et 34, R71";10551;4828;"implicite"
"7 MI 3, r. 33 et 34, R71";10553;4831;"implicite"
"7 MI 3, r. 33 et 34, R71";10554;4828;"implicite"
"7 MI 3, r. 33 et 34, R71";10555;4833;"implicite"
"7 MI 3, r. 33 et 34, R71";10556;4828;"implicite"
"7 MI 3, r. 33 et 34, R71";10557;4835;"implicite"
"7 MI 3, r. 33 et 34, R71";10558;4814;"implicite"
"7 MI 3, r. 33 et 34, R71";10559;4837;"implicite"
"7 MI 3, r. 33 et 34, R71";10560;4838;"implicite"
"7 MI 3, r. 33 et 34, R71";10561;4839;"implicite"
"7 MI 3, r. 33 et 34, R71";10561;4840;"implicite"
"7 MI 3, r. 33 et 34, R71";10561;4841;"implicite"
"7 MI 3, r. 33 et 34, R71";10561;4842;"implicite"
"7 MI 3, r. 33 et 34, R71";10563;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10564;4843;"implicite"
"7 MI 3, r. 33 et 34, R71";10566;3950;"implicite"
"7 MI 3, r. 33 et 34, R71";10567;3827;"implicite"
"7 MI 3, r. 33 et 34, R71";10568;4820;"implicite"
"7 MI 3, r. 33 et 34, R71";10569;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10570;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10571;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10577;4754;"dorier"
"7 MI 3, r. 33 et 34, R71";10579;4846;"implicite"
"7 MI 3, r. 33 et 34, R71";10580;4847;"implicite"
"7 MI 3, r. 33 et 34, R71";10581;4849;"implicite"
"7 MI 3, r. 33 et 34, R71";10582;4848;"implicite"
"7 MI 3, r. 33 et 34, R71";10583;3588;"implicite"
"7 MI 3, r. 33 et 34, R71";10589;2165;"implicite"
"7 MI 3, r. 33 et 34, R71";10590;4852;"dorier"
"7 MI 3, r. 33 et 34, R71";10591;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10592;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10593;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10594;4853;"drapier"
"7 MI 3, r. 33 et 34, R71";10605;4853;"implicite"
"7 MI 3, r. 33 et 34, R71";10607;4853;"implicite"
"7 MI 3, r. 33 et 34, R71";10610;4858;"implicite"
"7 MI 3, r. 33 et 34, R71";10611;3950;"implicite"
"7 MI 3, r. 33 et 34, R71";10612;3950;"implicite"
"7 MI 3, r. 33 et 34, R71";10614;3950;"implicite"
"7 MI 3, r. 33 et 34, R71";10618;2165;"implicite"
"7 MI 3, r. 33 et 34, R71";10618;4860;"pelletier"
"7 MI 3, r. 33 et 34, R71";10619;3950;"implicite"
"7 MI 3, r. 33 et 34, R71";10620;4810;"implicite"
"7 MI 3, r. 33 et 34, R71";10621;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10622;4810;"implicite"
"7 MI 3, r. 33 et 34, R71";10630;3950;"implicite"
"7 MI 3, r. 33 et 34, R71";10631;3950;"implicite"
"7 MI 3, r. 33 et 34, R71";10636;3331;"implicite"
"7 MI 3, r. 33 et 34, R71";10637;3950;"drapier"
"7 MI 3, r. 33 et 34, R71";10638;3323;"implicite"
"7 MI 3, r. 33 et 34, R71";10639;3323;"implicite"
"7 MI 3, r. 33 et 34, R71";10640;3323;"implicite"
"7 MI 3, r. 33 et 34, R71";10641;3323;"implicite"
"7 MI 3, r. 33 et 34, R71";10643;4864;"implicite"
"7 MI 3, r. 33 et 34, R71";10652;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10653;3950;"implicite"
"7 MI 3, r. 33 et 34, R71";10654;3950;"implicite"
"7 MI 3, r. 33 et 34, R71";10655;3950;"implicite"
"7 MI 3, r. 33 et 34, R71";10656;3950;"implicite"
"7 MI 3, r. 33 et 34, R71";10657;3950;"implicite"
"7 MI 3, r. 33 et 34, R71";10660;4865;"implicite"
"7 MI 3, r. 33 et 34, R71";10670;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10671;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10672;2168;"implicite"
"7 MI 3, r. 33 et 34, R71";10681;4866;"mercier"
"7 MI 3, r. 33 et 34, R71";10683;4869;"mantillier"
"7 MI 3, r. 33 et 34, R71";10684;4870;"implicite"
"7 MI 3, r. 33 et 34, R71";10685;4871;"implicite"
"7 MI 3, r. 33 et 34, R71";10686;4872;"implicite"
"7 MI 3, r. 33 et 34, R71";10687;431;"implicite"
"7 MI 3, r. 33 et 34, R71";10704;4631;"drapier"
"7 MI 3, r. 33 et 34, R71";10705;4876;"drapier"
"7 MI 3, r. 33 et 34, R71";10708;4759;"drapier"
"7 MI 3, r. 33 et 34, R71";10709;3950;"drapier"
"7 MI 3, r. 33 et 34, R71";10741;3323;"mercier"
"7 MI 3, r. 33 et 34, R71";10746;4900;"implicite"
"7 MI 3, r. 33 et 34, R71";10748;4901;"implicite"
"7 MI 3, r. 33 et 34, R71";10752;3755;"implicite"
"7 MI 3, r. 33 et 34, R71";10756;2165;"pelletier"
"7 MI 3, r. 33 et 34, R71";10758;4820;"pelletier"
"7 MI 3, r. 33 et 34, R71";10762;3609;"pelletier"
"7 MI 3, r. 33 et 34, R71";10763;4912;"implicite"
"7 MI 3, r. 33 et 34, R71";10764;4914;"implicite"
"7 MI 3, r. 33 et 34, R71";10765;4916;"drapier"
"7 MI 3, r. 33 et 34, R71";10767;4914;"implicite"
"7 MI 3, r. 33 et 34, R71";10772;2165;"pelletier"
"7 MI 3, r. 33 et 34, R71";10777;4931;"implicite"
"7 MI 3, r. 33 et 34, R71";10779;4933;"gantier"
"7 MI 3, r. 33 et 34, R71";10780;4510;"couturier"
"7 MI 3, r. 33 et 34, R71";10783;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10784;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10785;3552;"implicite"
"7 MI 3, r. 33 et 34, R71";10786;3331;"implicite"
"7 MI 3, r. 33 et 34, R71";10787;4723;"couturier"
"7 MI 3, r. 35, R72";10788;4814;"implicite"
"7 MI 3, r. 35, R72";10790;4750;"implicite"
"7 MI 3, r. 35, R72";10791;4753;"implicite"
"7 MI 3, r. 35, R72";10791;4814;"implicite"
"7 MI 3, r. 35, R72";10810;4290;"implicite"
"7 MI 3, r. 35, R72";10811;4290;"implicite"
"7 MI 3, r. 35, R72";10812;4290;"implicite"
"7 MI 3, r. 35, R72";10813;4290;"implicite"
"7 MI 3, r. 35, R72";10820;4957;"implicite"
