"compte";"numTrans";"Personne";"Expression"
"1MI90, r. 4, 35";4968;2022;"implicite"
"1MI90, r. 4, 35";4969;2022;"implicite"
"1MI90, r. 4, 35";4970;1976;"implicite"
"1MI90, r. 4, 35";4972;2023;"implicite"
"1MI90, r. 4, 35";4973;2023;"implicite"
"1MI90, r. 4, 35";4974;2023;
"1MI90, r. 4, 35";4975;2024;"implicite"
"1MI90, r. 4, 35";4977;8;"implicite"
"1MI90, r. 4, 35";4978;2025;"implicite"
"1MI90, r. 4, 35";4979;331;"implicite"
"1MI90, r. 4, 35";4999;1029;"implicite"
"1MI90, r. 4, 35";5001;147;"implicite"
"1MI90, r. 4, 35";5002;147;"implicite"
"1MI90, r. 4, 35";5003;245;"implicite"
"1MI90, r. 4, 35";5018;47;"implicite"
"1MI90, r. 4, 35";5019;2031;"mercier"
"1MI90, r. 4, 35";5030;1976;"implicite"
"1MI90, r. 4, 35";5031;33;"couturier"
"1MI90, r. 4, 35";5035;1961;"couturier"
"1MI90, r. 4, 35";5036;2052;"implicite"
"1MI90, r. 4, 35";5037;733;"implicite"
"1MI90, r. 4, 35";5038;2053;"implicite"
"1MI90, r. 4, 35";5039;2054;"implicite"
"1MI90, r. 4, 35";5040;147;"pelletier"
"1MI90, r. 4, 35";5041;245;
"1MI90, r. 4, 35";5055;2069;"implicite"
"1MI90, r. 4, 35";5061;47;"implicite"
"1MI90, r. 4, 35";5061;63;"implicite"
"1MI90, r. 4, 35";5061;331;"implicite"
"1MI90, r. 4, 35";5066;81;"implicite"
"1MI90, r. 4, 35";5073;245;"implicite"
"1MI90, r. 4, 35";5075;245;"implicite"
"1MI90, r. 4, 35";5081;245;"pelletier"
"1MI90, r. 4, 35";5085;147;"pelletier"
"1MI90,r. 3,34";66;3;"implicite"
"1MI90,r. 3,34";68;8;"implicite"
"1MI90,r. 3,34";69;8;"implicite"
"1MI90,r. 3,34";70;8;"implicite"
"1MI90,r. 3,34";75;8;
"1MI90,r. 3,34";77;8;
"1MI90,r. 3,34";94;33;"implicite"
"1MI90,r. 3,34";96;35;
"1MI90,r. 3,34";99;39;"mercier"
"1MI90,r. 3,34";100;39;"implicite"
"1MI90,r. 3,34";112;4;
"1MI90,r. 3,34";112;47;"implicite"
"1MI90,r. 3,34";113;49;"mercier"
"1MI90,r. 3,34";122;53;"implicite"
"1MI90,r. 3,34";122;54;"implicite"
"1MI90,r. 3,34";129;57;"pellicier"
"1MI90,r. 3,34";130;58;"parcheminier"
"1MI90,r. 3,34";132;53;"implicite"
"1MI90,r. 3,34";132;54;"implicite"
"1MI90,r. 3,34";133;62;"implicite"
"1MI90,r. 3,34";134;63;"implicite"
"1MI90,r. 3,34";147;35;"implicite"
"1MI90,r. 3,34";155;61;
"1MI90,r. 3,34";157;61;
"1MI90,r. 3,34";158;61;
"1MI90,r. 3,34";159;61;
"1MI90,r. 3,34";160;61;
"1MI90,r. 3,34";179;3;
"1MI90,r. 3,34";187;81;
"1MI90,r. 3,34";188;74;
"1MI90,r. 3,34";189;62;
"1MI90,r. 3,34";190;63;
"1MI90,r. 3,34";191;74;"couturier"
"1MI90,r. 3,34";192;61;"pellicier"
"1MI90,r. 3,34";193;49;"mercier"
"1MI90,r. 3,34";194;54;"mercier"
"1MI90,r. 3,34";196;74;
"1MI90,r. 3,34";208;61;"pellicier"
"1MI90,r. 3,34";209;75;"implicite"
"1MI90,r. 3,34";213;74;"couturier"
"1MI90,r. 3,34";214;74;"couturier"
"1MI90,r. 3,34";216;61;"pellicier"
"1MI90,r. 3,34";219;61;"pellicier"
"1MI90,r. 3,34";223;61;"pellicier"
"1MI90,r. 3,34";224;74;"couturier"
"1MI90,r. 3,34";227;97;"implicite"
"1MI90,r. 3,34";229;3;"implicite"
"1MI90,r. 3,34";230;63;"implicite"
"1MI90,r. 3,34";231;63;"implicite"
"1MI90,r. 3,34";235;101;
"1MI90,r. 3,34";237;49;"mercier"
"1MI90,r. 3,34";249;62;"implicite"
"1MI90,r. 3,34";266;63;"implicite"
"1MI90,r. 3,34";270;63;"implicite"
"1MI90,r. 3,34";271;63;"implicite"
"1MI90,r. 3,34";281;61;"pellicier"
"1MI90,r. 3,34";286;8;"implicite"
"1MI90,r. 3,34";288;74;"implicite"
"1MI90,r. 3,34";292;63;"implicite"
"1MI90,r. 3,34";293;63;"implicite"
"1MI90,r. 3,34";300;62;
"1MI90,r. 3,34";302;63;"implicite"
"1MI90,r. 3,34";306;142;"implicite"
"1MI90,r. 3,34";309;63;"implicite"
"1MI90,r. 3,34";316;150;
"1MI90,r. 3,34";317;150;
"1MI90,r. 3,34";318;150;
"1MI90,r. 3,34";319;150;
"1MI90,r. 3,34";320;150;
"1MI90,r. 3,34";321;151;"implicite"
"1MI90,r. 3,34";322;151;"implicite"
"1MI90,r. 3,34";323;151;"implicite"
"1MI90,r. 3,34";324;154;"implicite"
"1MI90,r. 3,34";329;157;"marchand"
"1MI90,r. 3,34";330;158;"implicite"
"1MI90,r. 3,34";331;159;"marchand"
"1MI90,r. 3,34";336;49;"mercier"
"1MI90,r. 3,34";337;61;"implicite"
"1MI90,r. 3,34";345;63;"implicite"
"1MI90,r. 3,34";346;63;"implicite"
"1MI90,r. 3,34";347;168;"implicite"
"1MI90,r. 3,34";348;169;"implicite"
"1MI90,r. 3,34";349;170;"implicite"
"1MI90,r. 3,34";368;62;"implicite"
"1MI90,r. 3,34";369;63;"implicite"
"1MI90,r. 3,34";370;8;"implicite"
"1MI90,r. 3,34";371;198;"implicite"
"1MI90,r. 3,34";374;7;"implicite"
"1MI90,r. 3,34";385;8;"implicite"
"1MI90,r. 3,34";386;63;"implicite"
"1MI90,r. 3,34";387;49;"mercier"
"1MI90,r. 3,34";416;8;"implicite"
"1MI90,r. 3,34";439;33;"implicite"
"1MI90,r. 3,34";442;61;"pellicier"
"1MI90,r. 3,34";442;101;"implicite"
"1MI90,r. 3,34";444;62;"implicite"
"1MI90,r. 3,34";445;62;"implicite"
"1MI90,r. 3,34";446;62;"implicite"
"1MI90,r. 3,34";449;8;"implicite"
"1MI90,r. 3,34";450;63;"implicite"
"1MI90,r. 3,34";451;61;
"1MI90,r. 3,34";453;49;"mercier"
"1MI90,r. 3,34";464;61;"pellicier"
"1MI90,r. 3,34";465;61;"pellicier"
"1MI90,r. 3,34";465;147;"pellicier"
"1MI90,r. 3,34";469;33;"implicite"
"1MI90,r. 3,34";469;35;"implicite"
"1MI90,r. 3,34";474;63;"implicite"
"1MI90,r. 3,34";476;74;"couturier"
"1MI90,r. 3,34";477;74;"couturier"
"1MI90,r. 3,34";478;63;"implicite"
"1MI90,r. 3,34";479;63;"implicite"
"1MI90,r. 3,34";480;63;"implicite"
"1MI90,r. 3,34";481;63;"implicite"
"1MI90,r. 3,34";482;47;"implicite"
"1MI90,r. 3,34";483;147;"pellicier"
"1MI90,r. 3,34";486;257;"implicite"
"1MI90,r. 3,34";487;8;"implicite"
"1MI90,r. 3,34";488;258;"implicite"
"1MI90,r. 3,34";489;8;"implicite"
"1MI90,r. 3,34";490;81;"implicite"
"1MI90,r. 3,34";491;63;"implicite"
"1MI90,r. 3,34";503;63;"implicite"
"1MI90,r. 3,34";504;8;"implicite"
"1MI90,r. 3,34";505;61;"pellicier"
"1MI90,r. 3,34";529;63;"implicite"
"1MI90,r. 3,34";537;63;"implicite"
"1MI90,r. 3,34";541;198;"implicite"
"1MI90,r. 3,34";554;62;"implicite"
"1MI90,r. 3,34";571;8;
"1MI90,r. 3,34";596;299;"implicite"
"1MI90,r. 3,34";600;8;"implicite"
"1MI90,r. 3,34";610;147;"pellicier"
"1MI90,r. 3,34";612;63;"implicite"
"1MI90,r. 3,34";614;1;"implicite"
"1MI90,r. 3,34";614;81;"implicite"
"1MI90,r. 3,34";614;305;"implicite"
"1MI90,r. 3,34";614;308;"implicite"
"1MI90,r. 3,34";614;309;"implicite"
"1MI90,r. 3,34";621;35;"couturier"
"1MI90,r. 3,34";635;8;"implicite"
"1MI90,r. 3,34";649;63;"implicite"
"1MI90,r. 3,34";656;49;"implicite"
"1MI90,r. 3,34";657;331;"implicite"
"1MI90,r. 3,34";658;63;"implicite"
"1MI90,r. 3,34";659;8;"implicite"
"1MI90,r. 3,34";660;331;"implicite"
"1MI90,r. 3,34";661;198;"implicite"
"1MI90,r. 3,34";662;63;"implicite"
"1MI90,r. 3,34";664;334;"implicite"
"1MI90,r. 3,34";667;335;"mercier"
"1MI90,r. 3,34";668;147;"pellicier"
"1MI90,r. 3,34";681;334;"implicite"
"1MI90,r. 3,34";682;1;"implicite"
"1MI90,r. 3,34";687;63;"marchand"
"1MI90,r. 3,34";688;62;"implicite"
"1MI90,r. 3,34";689;62;"implicite"
"1MI90,r. 3,34";690;47;"implicite"
"1MI90,r. 3,34";691;54;"implicite"
"1MI90,r. 3,34";694;62;"implicite"
"1MI90,r. 3,34";695;147;"pellicier"
"1MI90,r. 3,34";701;62;"implicite"
"1MI90,r. 3,34";703;255;"implicite"
"1MI90,r. 3,34";705;74;"implicite"
"1MI90,r. 3,34";706;74;"implicite"
"1MI90,r. 3,34";707;74;"implicite"
"1MI90,r. 3,34";708;74;"implicite"
"1MI90,r. 3,34";715;8;"implicite"
"1MI90,r. 3,34";716;8;"implicite"
"1MI90,r. 3,34";724;63;"implicite"
"1MI90,r. 3,34";725;8;"implicite"
"1MI90,r. 3,34";725;62;"implicite"
"1MI90,r. 3,34";732;8;"implicite"
"1MI90,r. 3,34";743;49;"mercier"
"7 MI 3,  r. 11 et r. 12, R50";7864;3019;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7865;3019;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7866;3019;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7878;3019;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7879;2980;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7880;3294;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7881;169;"couturier"
"7 MI 3,  r. 11 et r. 12, R50";7883;1976;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7886;2985;"mercier"
"7 MI 3,  r. 11 et r. 12, R50";7892;3302;"boursier"
"7 MI 3,  r. 11 et r. 12, R50";7896;3146;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7899;3308;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7900;3309;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7904;1976;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7908;3146;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7910;3077;
"7 MI 3,  r. 11 et r. 12, R50";7911;3015;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7912;3015;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7914;3320;"ferratier"
"7 MI 3,  r. 11 et r. 12, R50";7919;3323;"facteur"
"7 MI 3,  r. 11 et r. 12, R50";7920;3237;"dorier"
"7 MI 3,  r. 11 et r. 12, R50";7925;1976;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7927;3015;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7931;3078;"mercier"
"7 MI 3,  r. 11 et r. 12, R50";7934;521;"pelletier"
"7 MI 3,  r. 11 et r. 12, R50";7937;3019;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7938;147;"pelletier"
"7 MI 3,  r. 11 et r. 12, R50";7941;521;"pelletier"
"7 MI 3,  r. 11 et r. 12, R50";7944;147;"pelletier"
"7 MI 3,  r. 11 et r. 12, R50";7949;3331;"mercier"
"7 MI 3,  r. 11 et r. 12, R50";7950;3331;"mercier"
"7 MI 3,  r. 11 et r. 12, R50";7953;1976;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7956;3015;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7957;2997;"mercier"
"7 MI 3,  r. 11 et r. 12, R50";7961;3206;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7962;3206;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7963;3146;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7964;3146;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7965;3146;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7966;3146;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7967;3146;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7968;3146;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7969;3146;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7970;3146;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7971;3146;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7972;3146;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7973;2804;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7974;2738;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7975;3332;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7976;3332;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7977;3146;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7978;2804;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7978;3146;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7979;2804;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7979;3146;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7980;2804;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7980;3146;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7981;2804;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7982;2738;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7983;3146;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7984;3146;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7985;3146;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7988;2985;"mercier"
"7 MI 3,  r. 11 et r. 12, R50";7990;3146;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7991;2174;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";7992;3323;"facteur"
"7 MI 3,  r. 11 et r. 12, R50";7993;3014;"gantier"
"7 MI 3,  r. 11 et r. 12, R50";7994;2997;"couturier"
"7 MI 3,  r. 11 et r. 12, R50";7995;3014;"gantier"
"7 MI 3,  r. 11 et r. 12, R50";7996;2985;"mercier"
"7 MI 3,  r. 11 et r. 12, R50";7997;3015;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";7998;3015;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";8000;3015;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";8001;3015;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";8002;3015;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";8003;3015;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";8004;3015;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";8005;3015;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";8006;3015;"drapier"
"7 MI 3,  r. 11 et r. 12, R50";8007;3357;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";8008;3357;"implicite"
"7 MI 3,  r. 11 et r. 12, R50";8009;147;"pellicier"
"7 MI 3,  r. 11 et r. 12, R50";8010;3359;"mercier"
"7 MI 3,  r. 11, R49";7839;3015;"drapier"
"7 MI 3,  r. 11, R49";7841;147;"pelletier"
"7 MI 3,  r. 13, R52";8013;245;"pelletier"
"7 MI 3,  r. 13, R52";8014;3360;"drapier"
"7 MI 3,  r. 13, R52";8015;3362;"drapier"
"7 MI 3,  r. 13, R52";8017;3363;"drapier"
"7 MI 3,  r. 13, R52";8418;3547;"drapier"
"7 MI 3,  r. 13, R52";8419;3552;"mercier"
"7 MI 3,  r. 13, R52";8420;3553;"implicite"
"7 MI 3,  r. 13, R52";8420;3554;"implicite"
"7 MI 3,  r. 13, R52";10310;4741;"implicite"
"7 MI 3,  r. 13, R52";10311;3950;"implicite"
"7 MI 3,  r. 13, R52";10312;3950;"implicite"
"7 MI 3,  r. 13, R52";10792;4945;"implicite"
"7 MI 3,  r. 13, R52";10793;4946;"implicite"
"7 MI 3,  r. 13, R52";10794;4948;"implicite"
"7 MI 3,  r. 13, R52";10795;4947;"implicite"
"7 MI 3,  r. 13, R52";10796;4949;"implicite"
"7 MI 3,  r. 13, R52";10797;4950;"implicite"
"7 MI 3,  r. 13, R52";10798;4950;"implicite"
"7 MI 3,  r. 13, R52";10799;4951;"implicite"
"7 MI 3,  r. 13, R52";10800;4952;"implicite"
"7 MI 3,  r. 13, R52";10801;4947;"implicite"
"7 MI 3,  r. 13, R52";10802;4953;"implicite"
"7 MI 3,  r. 13, R52";10803;4954;"implicite"
"7 MI 3,  r. 13, R52";10804;4955;"implicite"
"7 MI 3,  r. 13, R52";10805;4835;"implicite"
"7 MI 3,  r. 13, R52";10806;4466;"implicite"
"7 MI 3,  r. 13, R52";10948;4760;"mercier"
"7 MI 3,  r. 13, R52";10949;4171;"implicite"
"7 MI 3,  r. 13, R52";11009;5061;"implicite"
"7 MI 3,  r. 14, R53";8032;147;"implicite"
"7 MI 3,  r. 14, R53";8033;3323;"implicite"
"7 MI 3,  r. 14, R53";8041;147;"pelletier"
"7 MI 3,  r. 14, R53";8042;2745;"pelletier"
"7 MI 3,  r. 14, R53";8043;2745;
"7 MI 3,  r. 14, R53";8044;2745;"pelletier"
"7 MI 3,  r. 14, R53";8045;2168;"pelletier"
"7 MI 3,  r. 14, R53";8045;3118;"pelletier"
"7 MI 3,  r. 14, R53";8046;2168;"pelletier"
"7 MI 3,  r. 14, R53";8046;3118;"pelletier"
"7 MI 3,  r. 14, R53";8047;2168;"pelletier"
"7 MI 3,  r. 14, R53";8047;3118;"pelletier"
"7 MI 3,  r. 14, R53";8049;2168;
"7 MI 3,  r. 14, R53";8049;3118;"pelletier"
"7 MI 3,  r. 14, R53";8050;2168;"pelletier"
"7 MI 3,  r. 14, R53";8050;3118;"pelletier"
"7 MI 3,  r. 14, R53";8051;2168;"pelletier"
"7 MI 3,  r. 14, R53";8051;3118;"pelletier"
"7 MI 3,  r. 14, R53";8052;2168;"pelletier"
"7 MI 3,  r. 14, R53";8052;3118;"pelletier"
"7 MI 3,  r. 14, R53";8053;2168;"pelletier"
"7 MI 3,  r. 14, R53";8053;3118;"pelletier"
"7 MI 3,  r. 14, R53";8054;2168;"pelletier"
"7 MI 3,  r. 14, R53";8054;3118;"pelletier"
"7 MI 3,  r. 14, R53";8056;2168;"pelletier"
"7 MI 3,  r. 14, R53";8056;3118;"pelletier"
"7 MI 3,  r. 14, R53";8061;3015;"marchand"
"7 MI 3,  r. 14, R53";8064;3323;"drapier"
"7 MI 3,  r. 14, R53";8065;3323;"drapier"
"7 MI 3,  r. 14, R53";8066;3019;"drapier"
"7 MI 3,  r. 14, R53";8068;3323;"implicite"
"7 MI 3,  r. 14, R53";8069;2174;"implicite"
"7 MI 3,  r. 14, R53";8070;1976;"implicite"
"7 MI 3,  r. 14, R53";8071;1976;"implicite"
"7 MI 3,  r. 14, R53";8072;1976;"implicite"
"7 MI 3,  r. 14, R53";8073;3385;"marchand"
"7 MI 3,  r. 14, R53";8075;1976;"implicite"
"7 MI 3,  r. 14, R53";8076;3388;"implicite"
"7 MI 3,  r. 14, R53";8077;3389;"couturier"
"7 MI 3,  r. 14, R53";8078;3390;"drapier"
"7 MI 3,  r. 14, R53";8083;1138;"implicite"
"7 MI 3,  r. 14, R53";8089;3394;"drapier"
"7 MI 3,  r. 14, R53";8090;3395;"drapier"
"7 MI 3,  r. 14, R53";8091;3395;"drapier"
"7 MI 3,  r. 14, R53";8092;3395;"drapier"
"7 MI 3,  r. 14, R53";8093;3395;"drapier"
"7 MI 3,  r. 14, R53";8094;3395;"drapier"
"7 MI 3,  r. 14, R53";8095;3395;"drapier"
"7 MI 3,  r. 14, R53";8096;3395;"drapier"
"7 MI 3,  r. 14, R53";8097;3395;"drapier"
"7 MI 3,  r. 14, R53";8098;3395;"drapier"
"7 MI 3,  r. 14, R53";8099;3395;"drapier"
"7 MI 3,  r. 14, R53";8104;2957;"implicite"
"7 MI 3,  r. 14, R53";8105;3331;"implicite"
"7 MI 3,  r. 14, R53";8110;3015;"drapier"
"7 MI 3,  r. 14, R53";8111;3400;"drapier"
"7 MI 3,  r. 14, R53";8112;3400;"drapier"
"7 MI 3,  r. 14, R53";8114;3019;"drapier"
"7 MI 3,  r. 14, R53";8115;3331;"mercier"
"7 MI 3,  r. 14, R53";8116;1976;"implicite"
"7 MI 3,  r. 14, R53";8117;3015;"drapier"
"7 MI 3,  r. 14, R53";8119;147;"pelletier"
"7 MI 3,  r. 14, R53";8123;3402;"marchand"
"7 MI 3,  r. 14, R53";8124;3015;"drapier"
"7 MI 3,  r. 14, R53";8125;3015;"drapier"
"7 MI 3,  r. 14, R53";8126;3019;"drapier"
"7 MI 3,  r. 14, R53";8129;3015;"implicite"
"7 MI 3,  r. 14, R53";8130;3015;"implicite"
"7 MI 3,  r. 14, R53";8131;3015;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8134;3146;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8152;3146;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8153;3146;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8154;3146;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8155;3146;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8156;3146;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8157;3146;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8158;3146;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8159;3146;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8160;3415;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8161;3417;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8162;3418;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8163;3419;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8164;3420;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8165;3421;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8166;3422;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8167;3423;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8168;3424;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8169;3425;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8170;3426;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8171;3427;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8172;3428;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8173;3429;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8174;3430;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8175;3431;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8177;3019;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8179;3331;"mercier"
"7 MI 3,  r. 15 et r. 16, R55";8180;3015;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8181;3434;"drapier"
"7 MI 3,  r. 15 et r. 16, R55";8182;2297;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8185;3400;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8186;3400;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8187;3400;
"7 MI 3,  r. 15 et r. 16, R55";8188;3400;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8189;3400;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8190;3323;"drapier"
"7 MI 3,  r. 15 et r. 16, R55";8191;3292;"drapier"
"7 MI 3,  r. 15 et r. 16, R55";8194;3292;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8196;3115;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8197;3115;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8198;3439;"pelletier"
"7 MI 3,  r. 15 et r. 16, R55";8199;147;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8200;2174;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8201;2174;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8203;3445;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8205;3115;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8206;3115;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8207;3206;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8208;3206;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8209;3446;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8210;3206;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8211;3206;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8212;3206;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8213;3206;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8214;3206;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8226;3077;"mercier"
"7 MI 3,  r. 15 et r. 16, R55";8246;3077;"mercier"
"7 MI 3,  r. 15 et r. 16, R55";8247;3400;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8248;3484;"pelletier"
"7 MI 3,  r. 15 et r. 16, R55";8250;3015;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8257;3015;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8264;2980;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8265;3331;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8267;3015;"pelletier"
"7 MI 3,  r. 15 et r. 16, R55";8268;3015;"drapier"
"7 MI 3,  r. 15 et r. 16, R55";8269;3400;"drapier"
"7 MI 3,  r. 15 et r. 16, R55";8270;3400;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8271;3400;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8273;3015;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8274;3331;"mercier"
"7 MI 3,  r. 15 et r. 16, R55";8275;3400;"drapier"
"7 MI 3,  r. 15 et r. 16, R55";8276;1976;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8277;3331;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8278;3015;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8279;3292;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8285;2980;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8286;3499;"chaussetier"
"7 MI 3,  r. 15 et r. 16, R55";8288;3237;"dorier"
"7 MI 3,  r. 15 et r. 16, R55";8289;3499;"chaussetier"
"7 MI 3,  r. 15 et r. 16, R55";8290;3251;"couturier"
"7 MI 3,  r. 15 et r. 16, R55";8291;3077;"mercier"
"7 MI 3,  r. 15 et r. 16, R55";8292;3077;"mercier"
"7 MI 3,  r. 15 et r. 16, R55";8293;3331;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8294;1976;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8296;1976;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8297;3331;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8299;3400;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8300;3105;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8301;3077;"mercier"
"7 MI 3,  r. 15 et r. 16, R55";8315;3505;"drapier"
"7 MI 3,  r. 15 et r. 16, R55";8316;3506;"futainier"
"7 MI 3,  r. 15 et r. 16, R55";8317;3507;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8318;3507;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8319;3508;"dorier"
"7 MI 3,  r. 15 et r. 16, R55";8321;3509;"pelletier"
"7 MI 3,  r. 15 et r. 16, R55";8324;3510;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8325;3510;"implicite"
