"Id";"Type";"Famille";"Nom";"Couleur";"CaracCouleur";"CaracFacture";"Ville";"Region"
5551;"E";"laine";"rouge";"rouge";;;"Bernay";"Normandie"
5552;"E";"laine";"blanc";"blanc";;;;
5553;"E";"laine";"rouge";"rouge";;;"Allemagne";"Allemagne"
5554;"E";"laine";"blanc";"blanc";;;;
5555;"E";"laine";"rouge";"rouge";;;"Bernay";"Normandie"
5556;"E";"laine";"tanné";"tanné";;;"Ales";"inconnue"
5557;"E";"laine";"bocacin";;;;;
5558;"O";"NA";"feuil etain ver";;;;;
5559;"O";"NA";"feuil etain dor";;;;;
5560;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
5561;"E";"laine";"bocacin";"blanc";;;;
5562;"E";"soie";"satin";"noir";;;;
5563;"E";"soie";"satin";"noir";;;;
5564;"E";"laine";"brunette";"noir";;;;
5565;"E";"laine";"brunette";"noir";;;"Louvain";"Brabant"
5566;"F";"NA";"martre";;;;;
5567;"E";"laine";"écarlate";"rouge";;;"Bruxelles";"Brabant"
5568;"F";"NA";"loup-cervier";;;;;
5569;"E";"laine";"drap";;;;"Lyon";"Lyonnais"
5570;"E";"toile";"toile";;;;;
5571;"E";"laine";"rouge";"rouge";;;"Bruxelles";"Brabant"
5572;"E";"laine";"rouge";"rouge";;;"Verwicq";"Flandres"
5573;"E";"laine";"blanc";"blanc";;;"Aubertans";"champagne"
5574;"E";"laine";"yraigne";;;;"Louvier";"Normandie"
5575;"E";"laine";"blanc";"blanc";;;;
5576;"E";"laine";"yraigne";;;;"Vilvord";"Brabant"
5577;"E";"laine";"drap";;;;;
5578;"E";"laine";"violet";"violet";;;"Rouen";"Normandie"
5579;"E";"laine";"brunette";"noir";;;"Malines";"Brabant"
5580;"E";"laine";"brunette";"noir";;;"Malines";"Brabant"
5581;"E";"laine";"brunette";"noir";;;"Malines";"Brabant"
5582;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5583;"F";"NA";"agneau";"noir";;;;
5584;"E";"toile";"coton";"noir";;;;
5585;"E";"laine";"rouge";"rouge";;;"Ypres";"Flandres"
5586;"F";"NA";"fourrure";;;;;
5587;"E";"laine";"brunette";"noir";;;;
5588;"E";"laine";"rouge";"rouge";;;"Vilvord";"Brabant"
5589;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5590;"E";"laine";"rouge";"rouge";;;"Verwicq";"Flandres"
5591;"E";"laine";"pers";"pers";;;;
5592;"F";"NA";"fourrure";;;;;
5593;"F";"NA";"gris";;;;;
5594;"E";"mélangé";"futaine";"blanc";;;;
5595;"M";"soie";"soie";;;;;
5596;"M";"NA";"bombacis";;;;;
5597;"M";"NA";"fil";;;;;
5598;"E";"toile";"toile";;;;;
5599;"E";"laine";"rouge";"rouge";;;;
5600;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5601;"E";"laine";"pers";"pers";;;;
5602;"F";"NA";"fourrure";;;;;
5603;"F";"NA";"fourrure";;;;;
5604;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
5605;"E";"laine";"noir";"noir";;;"Bruxelles";"Brabant"
5606;"E";"laine";"noir";"noir";;;"Evreux";"Normandie"
5607;"E";"laine";"noir";"noir";;;"Bernay";"Normandie"
5608;"E";"laine";"yraigne";;;;"Malines";"Brabant"
5609;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
5610;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5611;"E";"toile";"toile";"blanc";;;;
5612;"E";"laine";"drap";;;"bon";"Malines";"Brabant"
5613;"E";"laine";"drap";;;;;
5614;"F";"NA";"vair";;;;;
5615;"F";"NA";"gris";;;;;
5616;"P";"NA";"chamoix";;;;;
5617;"P";"NA";"chamoix";"rouge";;;;
5618;"E";"toile";"toile de lin";;;;;
5619;"E";"laine";"vert";"vert";;;"Malines";"Brabant"
5620;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5621;"F";"NA";"vair";;;;;
5622;"E";"soie";"satin";"vert";;;;
5623;"E";"soie";"satin";"rouge";;;;
5624;"E";"toile";"toile";"blanc";;;;
5625;"M";"NA";"coton";;;;;
5626;"M";"soie";"soie";;;;;
5627;"M";"NA";"fil";;;;;
5628;"E";"laine";"bocacin";;;;;
5629;"E";"toile";"toile";;;;;
5630;"E";"soie";"bifette d'or";;;;;
5631;"E";"laine";"vert";"vert";;;"Malines";"Brabant"
5632;"E";"laine";"brunette";"noir";;;"Malines";"Brabant"
5633;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5634;"E";"laine";"vert";"vert";"perdu";;;
5635;"E";"soie";"satin";"rouge";;;;
5636;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5637;"M";"soie";"soie";;;;;
5638;"M";"NA";"fil";;;;;
5639;"E";"laine";"écarlate";"rouge";;;;
5640;"E";"laine";"drap";;;;;
5641;"E";"laine";"noir";"noir";;"gros";"Allemagne";"Allemagne"
5642;"E";"laine";"gris";"gris";;"gros";"Allemagne";"Allemagne"
5643;"E";"soie";"bifette d'or";;;;;
5644;"E";"soie";"bifette d'or";"noir";;;;
5645;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5646;"E";"soie";"satin";"noir";;"renforçé";;
5647;"E";"soie";"drap d'or";;;"fin";;
5648;"E";"laine";"bocacin";"noir";;;;
5649;"M";"NA";"fil";;;;;
5650;"E";"soie";"satin";"graine";;;;
5651;"E";"mélangé";"futaine";"blanc";;;;
5652;"E";"laine";"gris";"gris";;;"Saint-James";"Normandie"
5653;"E";"laine";"noir";"noir";;;"Marages";"inconnue"
5654;"E";"laine";"vert";"vert";;;"Saint-Loup";"Bourgogne"
5655;"E";"laine";"drap";;;;"Malines";"Brabant"
5656;"E";"laine";"vert";"vert";;;"Bernay";"Normandie"
5657;"M";"soie";"soie";"noir";;;;
5658;"F";"NA";"martre";;;;;
5659;"F";"NA";"loup-cervier";;;;;
5660;"F";"NA";"gris";;;;;
5661;"E";"soie";"camelot";;;;;
5662;"E";"soie";"satin";"noir";;;;
5663;"F";"NA";"gris";;;;;
5664;"E";"laine";"vert";"vert";;"à un faucon";;
5665;"P";"NA";"chamoix";;;;;
5666;"F";"NA";"gris";;;;;
5667;"E";"laine";"écarlate";"rouge";;;;
5668;"F";"NA";"gris";;;;;
5669;"E";"laine";"gris";"gris";;;"Montivilliers";"Normandie"
5670;"E";"laine";"gris";"gris";;"gros";;
5671;"E";"laine";"noir";"noir";;"gros";;
5672;"E";"laine";"drap";;;;"Abbeville";"Normandie"
5673;"E";"soie";"velours";"noir";;;;
5674;"E";"laine";"violet";"violet";;;"Bruxelles";"Brabant"
5675;"E";"laine";"drap";;;;;
5676;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
5677;"E";"laine";"brunette";"noir";;;;
5678;"E";"laine";"blanc";;;;;
5679;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
5680;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5681;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5682;"E";"laine";"drap";;;;"Louvier";"Normandie"
5683;"E";"laine";"rouge";"rouge";;;"Louvier";"Normandie"
5684;"E";"laine";"brunette";"noir";;;"Malines";"Brabant"
5685;"E";"laine";"rouge";"rouge";;;"Louvier";"Normandie"
5686;"E";"laine";"pers";"pers";;;"Malines";"Brabant"
5687;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5688;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
5689;"E";"laine";"gris";"gris";;"velu";"Allemagne";"Allemagne"
5690;"E";"laine";"noir";"noir";;"velu";"Allemagne";"Allemagne"
5691;"E";"laine";"gris";"gris";;"velu";"Allemagne";"Allemagne"
5692;"E";"laine";"noir";"noir";;"velu";"Allemagne";"Allemagne"
5693;"E";"laine";"noir";"noir";;;;
5694;"E";"laine";"gris";"gris";;;;
5695;"E";"laine";"noir";"noir";;;;
5696;"E";"laine";"gris";"gris";;;;
5697;"E";"laine";"rouge";"rouge";;"gros";;
5698;"E";"laine";"blanc";"blanc";;"gros";;
5699;"E";"laine";"blanc";"blanc";;;;
5700;"E";"laine";"rouge";"rouge";;;;
5701;"E";"laine";"blanchet";"blanc";;;;
5702;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
5703;"E";"laine";"marbré";"marbré";;;"Bruxelles";"Brabant"
5704;"E";"laine";"yraigne";;;;"Bruxelles";"Brabant"
5705;"E";"laine";"blanc";"blanc";;;"Evreux";"Normandie"
5706;"E";"laine";"yraigne";;;;"Malines";"Brabant"
5707;"E";"laine";"yraigne";;;;"Malines";"Brabant"
5708;"E";"laine";"pers";"pers";;;"Evreux";"Normandie"
5709;"E";"soie";"velours";"noir";;;;
5710;"E";"laine";"écarlate";"sanguine";;;"Bruxelles";"Brabant"
5711;"E";"soie";"cendal";"graine";;;;
5712;"E";"soie";"soie";;;;;
5713;"M";"NA";"fil";;;;;
5714;"E";"laine";"bocacin";"noir";;;;
5715;"E";"soie";"taffetas";"pers";;;;
5716;"E";"soie";"cendal";"rouge";;"renforcé";;
5717;"E";"soie";"cendal";"noir";;"renforcé";;
5718;"M";"NA";"fil";;;;;
5719;"M";"soie";"soie";;;;;
5720;"E";"soie";"bifette d'or";;;;;
5721;"E";"soie";"cendal";"pers et rouge";;"renforcé";;
5722;"M";"soie";"tresse";"noir";;;;
5723;"E";"toile";"toile";"teinte";;;;
5724;"E";"laine";"drap";;;;;
5725;"E";"laine";"rouge";"rouge";;"bon";;
5726;"E";"laine";"drap";;;;;
5727;"F";"NA";"agneau";"noir";;;;
5728;"F";"NA";"agneau";"blanc";;;;
5729;"E";"laine";"gris";"gris";;;;
5730;"E";"laine";"noir";"noir";;;;
5731;"F";"NA";"fouine";;;;;
5732;"E";"laine";"rouge";"rouge";;;;
5733;"F";"NA";"fourrure";;;;;
5734;"E";"laine";"rouge";;;;;
5735;"O";"NA";"feuille ag";;;;;
5736;"E";"soie";"velours";"noir";;;;
5737;"E";"soie";"velours";"noir";;;;
5738;"E";"laine";"pers";"pers";;;"Abbeville";"Normandie"
5739;"E";"laine";"écarlate";;;;"Malines";"Brabant"
5740;"E";"laine";"rouge";"rouge";;;"Rouen";"Normandie"
5741;"E";"laine";"vert";"vert";;;"Malines";"Brabant"
5742;"E";"laine";"vert";"vert";;;;
5743;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5744;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
5745;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
5746;"E";"laine";"vert";"vert";;;"Malines";"Brabant"
5747;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
5748;"E";"laine";"gris";"gris";;;"Saint-Marcel";"île-de-France"
5749;"E";"laine";"vert";"vert";;;"Abbeville";"Normandie"
5750;"E";"laine";"rouge";"rouge";;;"Hérentals";"Brabant"
5751;"E";"laine";"vert";"vert";;;"Abbeville";"Normandie"
5752;"E";"laine";"rouge";"rouge";;;"Hérentals";"Brabant"
5753;"E";"laine";"vert";"vert";;;"Malines";"Brabant"
5754;"E";"laine";"rouge";"rouge";;;"Hérentals";"Brabant"
5755;"E";"laine";"rouge";"rouge";;;"Hérentals";"Brabant"
5756;"E";"laine";"drap";;;;;
5757;"E";"laine";"vert";"vert";;;;
5758;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
5759;"E";"laine";"drap";;;;;
5760;"F";"NA";"écureuil";"rouge";;;;
5761;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5762;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
5763;"E";"laine";"pers";"pers";;;"Bruxelles";"Brabant"
5764;"E";"laine";"vert";"vert";"perdu";;"Montivilliers";"Normandie"
5765;"E";"laine";"pers";"pers";;;"Rouen";"Normandie"
5766;"E";"laine";"blanc";"blanc";;;"Evreux";"Normandie"
5767;"E";"laine";"vert";"vert";;;"Bernay";"Normandie"
5768;"F";"NA";"vair";;;;;
5769;"F";"NA";"vair";;;;;
5770;"F";"NA";"vair";;;;;
5771;"F";"NA";"vair";;;;;
5772;"F";"NA";"létice";;;;;
5773;"F";"NA";"létice";;;;;
5774;"F";"NA";"hermine";;;;;
5775;"E";"soie";"cendal";;;"tiercelin";;
5776;"E";"soie";"soie";;;"fin";"Paris";"île-de-France"
5777;"M";"NA";"fil";;;;;
5778;"M";"soie";"tresse";"noir";;;;
5779;"E";"laine";"sarge";;;;"Irlande";"Irlande"
5780;"F";"NA";"menu vair";;;;;
5781;"F";"NA";"vair";;;;;
5782;"E";"laine";"vert";"vert";;;;
5783;"F";"NA";"bièvre";;;;;
5784;"F";"NA";"bièvre";"noir";;;;
5785;"F";"NA";"létice";;;;;
5786;"E";"toile";"toile";;;"gros";;
5787;"F";"NA";"vair";;;;;
5788;"F";"NA";"écureuil";"rouge";;;;
5789;"F";"NA";"bièvre";;;;;
5790;"F";"NA";"vair";;;;;
5791;"E";"laine";"gris";"ardent";;;;
5792;"F";"NA";"écureuil";;;;;
5793;"E";"laine";"brunette";"noir";;;;
5794;"E";"laine";"vert";"vert";;;;
5795;"E";"laine";"écarlate";;;"bon";;
5796;"E";"laine";"drap";;;;;
5797;"E";"laine";"pers";"pers";;"fin";"Malines";"Brabant"
5798;"E";"laine";"vert";"vert";;"fin";"Bruxelles";"Brabant"
5799;"E";"laine";"vert";"vert";;;"Malines";"Brabant"
5800;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
5801;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5802;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5803;"E";"laine";"pers";"pers";;;"Hesdin";"comté de Hesdin"
5804;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
5805;"E";"laine";"écarlate";;;"fin";;
5806;"E";"laine";"blanc";;;"fin";"Malines";"Brabant"
5807;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5808;"E";"laine";"morée";"morée";;;"Bruxelles";"Brabant"
5809;"M";"soie";"tresse d'or";;;;;
5810;"M";"NA";"fil";"teinte";;;;
5811;"M";"soie";"soie";;;;;
5812;"E";"toile";"toile";;;"gros";;
5813;"E";"laine";"pers";"pers";;;"Bruxelles";"Brabant"
5814;"E";"laine";"pers";"pers";;;"Montivilliers";"Normandie"
5815;"E";"laine";"violet";"violet";;;"Bruxelles";"Brabant"
5816;"E";"laine";"gris";"gris";;;"Carcassonne";"Languedoc"
5817;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
5818;"E";"laine";"paonace";"paonace";;;"Bruxelles";"Brabant"
5819;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
5820;"E";"laine";"paonace";"paonace";;;"Bruxelles";"Brabant"
5821;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
5822;"E";"laine";"paonace";"paonace";;;"Rouen";"Normandie"
5823;"E";"laine";"paonace";"paonace";;;"Evreux";"Normandie"
5824;"E";"laine";"naif";;;;"Saint-Gervais";"Savoie"
5825;"E";"soie";"satin";"rouge";;;;
5826;"M";"soie";"fil d'or";;;;;
5827;"M";"soie";"fil";;;;;
5828;"F";"NA";"létice";;;;;
5829;"E";"laine";"brunette";"noir";;;"Malines";"Brabant"
5830;"E";"laine";"gris";"gris";;;"Mont-Pinchon";"Normandie"
5831;"E";"laine";"brunette";"noir";;;"Malines";"Brabant"
5832;"F";"NA";"gris";;;"fin";;
5833;"E";"soie";"satin";"rouge";;;;
5834;"E";"toile";"toile";;;;;
5835;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5836;"E";"laine";"brunette";"noir";;;"Bruxelles";"Brabant"
5837;"E";"toile";"toile";"blanc";;;;
5838;"M";"soie";"soie";"rouge";;;;
5839;"M";"NA";"fil";;;;;
5840;"M";"NA";"coton";;;"filé";;
5841;"E";"toile";"toile";;;"gros";;
5842;"E";"laine";"rouge";"rouge";;;;
5843;"E";"laine";"blanc";"blanc";;;"Gignac";"Languedoc"
5844;"E";"laine";"gris";"gris";;;"Saint-James";"Normandie"
5845;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5846;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5847;"M";"soie";"tissu";;;;;
5848;"F";"NA";"gris";;;"fin";;
5849;"E";"soie";"cadis";;;;;
5850;"F";"NA";"renard";;;;;
5851;"P";"NA";"chamoix";;;;;
5852;"E";"laine";"rouge";"rouge";;;;
5853;"E";"laine";"blanc";"blanc";;;;
5854;"F";"NA";"gris";;;"fin";;
5855;"E";"laine";"écarlate";;;;;
5856;"F";"NA";"gris";;;"fin";;
5857;"E";"laine";"brunette";"noir";;;;
5858;"F";"NA";"martre";;;;;
5859;"E";"soie";"satin";;;;;
5860;"F";"NA";"martre";;;;;
5861;"F";"NA";"bièvre";;;;;
5862;"F";"NA";"renard";;;;;
5863;"F";"NA";"loup-cervier";;;;;
5864;"P";"NA";"luyre";;;;;
5865;"F";"NA";"renard";;;;;
5866;"E";"toile";"mantil";;;;;
5867;"E";"toile";"tuillalia";;;;;
5868;"E";"laine";"drap";;;;;
5869;"E";"laine";"paonace";"paonace";;;"Bruxelles";"Brabant"
5870;"E";"laine";"rouge";"rouge";;;"Bruxelles";"Brabant"
5871;"E";"laine";"paonace";"paonace";;;"Rouen";"Normandie"
5872;"E";"laine";"rouge";"rouge";;;"Louvier";"Normandie"
5873;"E";"laine";"noir";"noir";;;"Louvier";"Normandie"
5874;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
5875;"E";"laine";"rouge";"rouge";;;"Louvier";"Normandie"
5876;"E";"laine";"pers";"pers";;;;
5877;"E";"laine";"rouge";"rouge";;;;
5878;"E";"toile";"toile";;;;"Reims";"Champagne"
5879;"F";"NA";"vair";;;;;
5880;"E";"soie";"taffetas";;;;;
5881;"M";"soie";"cordon";;;;;
5882;"M";"NA";"estoffis";;;;;
5883;"E";"laine";"vert";"vert";;;;
5884;"E";"laine";"vert";"vert";;;;
5885;"E";"soie";"cendal";"rouge";;"renforçé";;
5886;"E";"soie";"soie";"rouge";;;;
5887;"M";"NA";"estoffis";;;;;
5888;"E";"soie";"satin";"rouge";;;;
5889;"M";"NA";"estoffis";;;;;
5890;"E";"laine";"brunette";"noir";;;"Malines";"Brabant"
5891;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
5892;"F";"NA";"gris";;;;;
5893;"F";"NA";"fourrure";;;;;
5894;"F";"NA";"fourrure";;;;;
5895;"E";"laine";"bruyère";;;;"Montivilliers";"Normandie"
5896;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
5897;"E";"laine";"paonace";"paonace";;;;
5898;"E";"laine";"vert";"vert";;"fin";"Bruxelles";"Brabant"
5899;"E";"soie";"taffetas";;;;;
5900;"M";"NA";"fil";;;;;
5901;"M";"soie";"soie";;;;;
5902;"E";"soie";"cendal";;;"renforçé";;
5903;"E";"soie";"velours";;;"fin";;
5904;"E";"soie";"camelot";"tanné";;;;
5905;"E";"laine";"gris";"gris";;;;
5906;"E";"laine";"blanc";"blanc";;"gros";;
5907;"E";"laine";"gris";"gris";;;;
5908;"E";"laine";"gris";"gris";;"gros";;
5909;"E";"laine";"blanc";"blanc";;;;
5910;"E";"laine";"noir";"noir";;"gros";;
5911;"E";"laine";"rouge";"rouge";;"gros";;
5912;"F";"NA";"agneau";;;;;
5913;"F";"NA";"fourrure";;;;;
5914;"M";"soie";"tresse d'or";;;;;
5915;"E";"laine";"drap";;;;;
5916;"E";"laine";"drap";;;;;
5917;"E";"laine";"drap";;;;;
5918;"F";"NA";"menu vair";;;;;
5919;"F";"NA";"létice";;;;;
5920;"F";"NA";"écureuil";;;;;
5921;"P";"NA";"chamoix";;;;;
5922;"E";"soie";"camelot";"noir";;;;
5923;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
5924;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
5925;"E";"soie";"soie";;;;;
5926;"M";"NA";"fil";;;;;
5927;"M";"NA";"coton";;;;;
5928;"E";"laine";"vert";"vert";"clair";"fin";;
5929;"E";"laine";"blanc";"blanc";;;;
5930;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5931;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
5932;"F";"NA";"martre";;;;;
5933;"E";"soie";"camelot";;;;;
5934;"E";"laine";"pers";"pers";;;"Bruxelles";"Brabant"
5935;"E";"laine";"sanguine";"sanguine";;;"Bruxelles";"Brabant"
5936;"E";"laine";"rouge";"rouge";;;;
5937;"E";"laine";"gris";"gris";;;"Saint-Marcel";"île-de-France"
5938;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
5939;"E";"laine";"gris";"gris";;;;
5940;"E";"laine";"gris";"gris";;;;
5941;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5942;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
5943;"E";"laine";"morée";"morée";;;"Montivilliers";"Normandie"
5944;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
5945;"E";"laine";"pers";"pers";;;"Bruxelles";"Brabant"
5946;"E";"laine";"sanguine";"sanguine";;;"Bruxelles";"Brabant"
5947;"E";"laine";"vert";"vert";;"des passants";"Rouen";"Normandie"
5948;"E";"laine";"noir";"noir";;"fin";"Malines";"Brabant"
5949;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5950;"E";"laine";"pers";"pers";;;;
5951;"E";"laine";"noir";"noir";;;"Bernay";"Normandie"
5952;"E";"laine";"vert";"vert";"gay";;"Montivilliers";"Normandie"
5953;"E";"laine";"pers";"pers";;;"Saint-Loup";"Bourgogne"
5954;"E";"laine";"violet";"violet";;;"Montivilliers";"Normandie"
5955;"E";"laine";"noir";"noir";;;;
5956;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5957;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
5958;"E";"soie";"cendal";"rouge";;"tiercelin";;
5959;"E";"laine";"noir";"noir";;;"Malines";"Brabant"
5960;"E";"laine";"morée";"morée";;;"Bruxelles";"Brabant"
5961;"E";"soie";"satin";"noir";;;;
5962;"E";"toile";"toile";"noir";;;;
5963;"E";"toile";"toile";"blanc";;;;
5964;"M";"NA";"coton";;;;;
5966;"M";"soie";"soie";"noir";;;;
5967;"M";"NA";"fil";;;;;
5968;"E";"laine";"rouge";"rouge";;;"Ypres";"Flandres"
5969;"E";"laine";"gris";"gris";;;;
5970;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
5971;"E";"laine";"vert";"vert";;;"Harfleur";"Normandie"
5972;"E";"toile";"toile";;;"prime";"Reims";"Champagne"
5973;"E";"toile";"toile";"blanc";;;"Allemagne";"Allemagne"
5974;"M";"NA";"orpel";;;;;
5975;"O";"NA";"sonail";;;;;
5976;"M";"soie";"fil d'or";;;;;
5977;"M";"NA";"fil";"rouge";;;;
5978;"E";"soie";"drap d'or";;;;;
5979;"E";"laine";"noir";"noir";;;"Malines";"Brabant"
5980;"E";"laine";"noir";"noir";;;"Malines";"Brabant"
5981;"E";"laine";"rouge";"rouge";;;"Ypres";"Flandres"
5982;"E";"laine";"noir";"noir";;;"Malines";"Brabant"
5983;"E";"laine";"noir";"noir";;;;
5984;"E";"soie";"camelot";"pers";;;;
5985;"E";"soie";"satin";"rouge";;;;
5986;"E";"soie";"cendal";"rouge";;;;
5987;"E";"mélangé";"futaine";"noir";;;;
5988;"M";"soie";"soie";;;;;
5989;"M";"NA";"fil";;;;;
5990;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
5991;"E";"mélangé";"futaine";"blanc";;;;
5992;"E";"soie";"satin";;;"renforçé";;
5993;"E";"laine";"pers";"pers";;;"Montivilliers";"Normandie"
5994;"E";"soie";"bifette d'or";;;;;
5995;"E";"soie";"cendal";;;"tiercelin";;
5996;"E";"toile";"toile de lin";;;;;
5997;"M";"soie";"soie";;;;;
5998;"M";"NA";"coton";;;;;
5999;"E";"laine";"bocacin";"noir";;;;
6000;"E";"toile";"toile";;;;;
6001;"M";"NA";"coton";;;;;
6002;"E";"soie";"bifette";;;;;
6003;"M";"NA";"fil";;;;;
6004;"E";"laine";"bocacin";;;;;
6005;"E";"toile";"toile de lin";;;"prime";;
6006;"E";"mélangé";"futaine";;;;;
6007;"M";"NA";"fil";;;;;
6008;"E";"laine";"bocacin";;;;;
6009;"M";"NA";"fil";;;;;
6010;"E";"toile";"toile";;;;;
6011;"M";"soie";"soie";;;;;
6012;"M";"NA";"coton";;;;;
6013;"M";"NA";"fil";;;;;
6014;"E";"laine";"rouge";;;;;
6015;"M";"soie";"soie";;;;;
6016;"E";"toile";"toile de lin";;;;;
6017;"M";"soie";"soie";"noir";;;;
6018;"E";"soie";"velours";"rouge";;;;
6019;"E";"soie";"velours";"rouge";;;;
6020;"E";"mélangé";"futaine";"blanc";;;;
6021;"E";"laine";"écarlate";;;;;
6022;"E";"mélangé";"futaine";;;;;
6023;"E";"laine";"rouge";"rouge";;;;
6024;"E";"toile";"toile";"blanc";;;;
6025;"E";"toile";"toile";"noir";;;;
6026;"M";"soie";"soie";"noir";;;;
6027;"M";"NA";"coton";;;"battu";;
6028;"M";"NA";"coton";;;"filé";;
6029;"M";"NA";"fil";;;;;
6030;"E";"soie";"satin";"noir";;;;
6031;"E";"toile";"toile";"blanc";;;;
6032;"M";"NA";"coton";;;"battu";;
6033;"M";"soie";"soie";;;;;
6034;"M";"NA";"fil";;;;;
6035;"E";"soie";"soie";;;;;
6036;"E";"laine";"vert";"vert";;;;
6037;"E";"mélangé";"futaine";"noir";;;;
6038;"E";"mélangé";"futaine";"blanc";;;;
6039;"E";"soie";"camelot";"pers";;;;
6040;"E";"mélangé";"futaine";"blanc";;;;
6041;"E";"mélangé";"futaine";;;"coute";;
6042;"F";"NA";"vair";;;;;
6043;"E";"soie";"velours";"vert";;;;
6044;"F";"NA";"vair";;;;;
6045;"F";"NA";"létice";;;;;
6046;"F";"NA";"vair";;;;;
6047;"E";"laine";"blanc";"blanc";;;;
6048;"F";"NA";"rebord";;;;;
6049;"E";"laine";"écarlate";;;;;
6050;"F";"NA";"vair";;;;;
6051;"F";"NA";"vair";;;;;
6052;"F";"NA";"vair";;;;;
6053;"F";"NA";"gris";"esgrone";;"grand";;
6054;"F";"NA";"vair";;;;;
6055;"F";"NA";"vair";;;;;
6056;"F";"NA";"vair";;;;;
6057;"F";"NA";"vair";;;;;
6058;"F";"NA";"létice";;;;;
6059;"E";"soie";"velours";"rouge";;;;
6060;"F";"NA";"gris";;;;;
6061;"E";"laine";"pers";"pers";;;;
6062;"F";"NA";"gris";;;;;
6063;"E";"laine";"rouge";"rouge";;;;
6064;"P";"NA";"chamoix";;;;;
6065;"F";"NA";"gris";;;"fin";;
6066;"F";"NA";"flamenche";;;;;
6067;"F";"NA";"gris";;;;;
6068;"F";"NA";"fourrure";"noir";;;;
6069;"E";"laine";"pers";"pers";;;;
6070;"F";"NA";"gris";;;;;
6071;"F";"NA";"vair";;;;;
6072;"F";"NA";"agneau";"noir";;;;
6073;"F";"NA";"gris";;;;;
6074;"F";"NA";"gris";;;;;
6075;"P";"NA";"chamoix";;;;;
6076;"F";"NA";"vair";;;;;
6077;"E";"laine";"pers";"pers";;;;
6078;"F";"NA";"gris";;;;;
6079;"F";"NA";"vair";;;;;
6080;"F";"NA";"vair";;;;;
6081;"F";"NA";"gris";;;;;
6082;"F";"NA";"gris";;;;;
6083;"F";"NA";"vair";;;;;
6084;"F";"NA";"gris";;;;;
6085;"F";"NA";"vair";;;;;
6086;"F";"NA";"flamenche";;;;;
6087;"F";"NA";"agneau";;;"plate";;
6088;"F";"NA";"vair";;;;;
6089;"F";"NA";"létice";;;;;
