"Id";"Type";"Famille";"Nom";"Couleur";"CaracCouleur";"CaracFacture";"Ville";"Region"
574;"E";"toile";"toile";;;;"Reims";"Champagne"
575;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
576;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
577;"M";"soie";"soie";"vert";;;"Paris";"île-de-France"
578;"E";"toile";"toile";;;"crue";;
579;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
580;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
581;"M";"soie";"soie";;;;;
582;"E";"laine";"tanné";"tanné";;;"Vilvord";"Brabant"
583;"E";"laine";"yraigne";;;;"Malines";"Brabant"
584;"E";"laine";"blanc";"blanc";;;"Malines";"Brabant"
585;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
586;"E";"laine";"yraigne";;;;"Malines";"Brabant"
587;"E";"laine";"yraigne";;;;"Malines";"Brabant"
588;"E";"soie";"soie";;;;;
589;"E";"soie";"drap";;;;;
590;"E";"laine";"tanné";"tanné";;;"Louvier";"Normandie"
591;"E";"laine";"violet";"violet";;;"Bernay";"Normandie"
592;"E";"laine";"naif";;;;"Saint-Loup";"Bourgogne"
593;"E";"laine";"pers";"pers";"encre";;"Bernay";"Normandie"
594;"E";"laine";"sarge";;;;"Irlande";"Irlande"
595;"E";"toile";"toile";"rouge";;;;
596;"E";"toile";"toile";"blanc";;;;
597;"E";"toile";"toile";"pers";;;;
598;"E";"toile";"toile";"rouge";;;;
599;"E";"toile";"toile";"blanc";;;"Reims";"Champagne"
600;"E";"toile";"toile";"pers";;;;
601;"E";"soie";"cendal";"rouge";;;;
602;"E";"soie";"cendal";"blanc";;;;
603;"E";"soie";"cendal";"pers";;;;
604;"E";"laine";"vert";"vert";;;"Saint-Trond";"Brabant"
605;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
606;"E";"laine";"vert";"vert";;;;
607;"E";"toile";"toile";;;;"Abbeville";"Normandie"
608;"E";"soie";"soie";;;;;
609;"E";"soie";"soie";;;;;
610;"E";"laine";"vert";"vert";;;;
611;"E";"laine";"vert";"vert";;;;
612;"E";"laine";"blanc";"blanc";;;"Saint-Loup";"Bourgogne"
613;"E";"laine";"vert";"vert";;;;
614;"E";"toile";"toile";;;;;
615;"E";"toile";"toile cirée";;;;;
616;"E";"laine";"rouge";"rouge";;;"Verwicq";"Flandres"
617;"E";"laine";"vermeil";"vermeil";;;"Bruxelles";"Brabant"
618;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
619;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
620;"F";"NA";"loup-cervier";;;;;
621;"E";"laine";"rouge";"rouge";;;;
622;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
623;"E";"laine";"vert";"vert";;;"Montivilliers";"Normandie"
624;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
625;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
626;"E";"laine";"vert";"vert";;;"Saint-Trond";"Brabant"
627;"E";"laine";"vert";"vert";;;"Abbeville";"Normandie"
628;"E";"laine";"vert";"vert";;;;
629;"E";"laine";"rouge";"rouge";;;;
630;"P";"NA";"chamoix";;;;;
631;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
632;"E";"laine";"blanc";"blanc";;;"Saint-Loup";"Bourgogne"
633;"E";"laine";"tanné";"tanné";;;"Louvier";"Normandie"
634;"E";"laine";"pers";"pers";"encre";;"Bernay";"Normandie"
635;"M";"soie";"cordon";"vert";;;;
636;"E";"toile";"toile cirée";;;;"Reims";"Champagne"
637;"E";"toile";"toile";;;;;
638;"M";"NA";"fil";;;;;
639;"M";"soie";"cordon";"vert";;;;
640;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
641;"E";"toile";"toile";;;"prime";"Reims";"Champagne"
642;"E";"toile";"toile";"blanc";;;;
643;"E";"laine";"bocacin";"blanc";;;;
644;"M";"NA";"fil";"blanc";;"lin";;
645;"M";"soie";"soie";;;;;
646;"M";"NA";"coton";;;;;
647;"M";"NA";"coton";;;"filé";;
648;"E";"mélangé";"futaine";"blanc";;"ras";;
649;"E";"toile";"toile";;;;;
650;"E";"toile";"toile";;;"lin";;
651;"E";"laine";"vert";"vert";;;"Saint-Trond";"Brabant"
652;"E";"laine";"vert";"vert";;;;
653;"E";"soie";"soie";;;;;
654;"M";"soie";"soie";"vert";;;;
655;"E";"toile";"toile";"vert";;;;
656;"E";"toile";"toile";;;;;
657;"E";"toile";"toile";;;"gros";;
658;"E";"toile";"toile";;;;;
659;"E";"toile";"toile";;;"gros";;
660;"E";"laine";"sarge";"noir";;;"Irlande";"Irlande"
661;"M";"soie";"soie";"vert";;;;
662;"M";"soie";"soie";"rouge";;;;
663;"M";"soie";"soie";"blanc";;;;
664;"E";"soie";"satin";"rouge";;;;
665;"E";"toile";"toile";"blanc";;;;
666;"M";"NA";"coton";;;;;
667;"E";"toile";"toile";"teinte";;;;
668;"E";"toile";"toile";"blanc";;;;
669;"M";"soie";"soie";"vert";;;;
670;"E";"toile";"toile";"blanc";;;;
671;"E";"toile";"toile";"vert";;;;
672;"E";"laine";"vert";"vert";;;"Rouen";"Normandie"
673;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
674;"E";"toile";"mantil";;;;;
675;"E";"toile";"tuillalia";;;;;
676;"E";"toile";"toile";;;"lin";;
677;"M";"NA";"coton";;;;;
678;"M";"soie";"frenges";"vert";;;;
679;"F";"NA";"renard";;;;;
680;"E";"soie";"drap d'or";;;;;
681;"E";"soie";"velours";;;;;
682;"F";"NA";"écureuil";"noir";;;;
683;"F";"NA";"loup-cervier";;;;;
684;"E";"toile";"toile";;;;;
685;"E";"toile";"toile";;;"gros";;
686;"E";"laine";"yraigne";;;;"Malines";"Brabant"
687;"E";"laine";"rouge";"rouge";;;"Bernay";"Normandie"
688;"E";"laine";"yraigne";;;;"Bernay";"Normandie"
689;"E";"laine";"rouge";"rouge";;;"Bernay";"Normandie"
690;"E";"soie";"satin";"rouge";;;;
691;"E";"soie";"rouge";"rouge";;;;
692;"M";"soie";"soie";"rouge";;;;
693;"E";"soie";"satin";;;;;
694;"M";"NA";"fil";"rouge";;;;
695;"E";"toile";"toile";;;;;
696;"E";"toile";"toile";;;;;
697;"E";"laine";"blanc";"blanc";;;"Bruxelles";"Brabant"
698;"M";"soie";"soie";"rouge";;;;
699;"F";"NA";"écureuil";"rouge";;;;
700;"E";"laine";"yraigne";;;;"Malines";"Brabant"
701;"E";"laine";"blanc";"blanc";;;"Saint-Denis";"île-de-France"
702;"E";"mélangé";"futaine";"blanc";;;;
703;"M";"NA";"coton";;;"battu";;
704;"M";"NA";"coton";;;"filé";;
705;"M";"soie";"soie";;;;;
706;"M";"NA";"fil";"rouge";;;;
707;"E";"toile";"toile";;;;"Reims";"Champagne"
708;"E";"laine";"yraigne";;;;"Malines";"Brabant"
709;"E";"soie";"satin";"rouge";;"renforcé";;
710;"M";"soie";"soie";"rouge";;;"Paris";"île-de-France"
711;"E";"toile";"toile";;;;"Reims";"Champagne"
712;"E";"toile";"toile";"rouge";;;;
713;"M";"NA";"coton";;;;;
714;"M";"NA";"fil";;;;;
715;"E";"soie";"satin";;;;;
716;"E";"laine";"blanc";"blanc";;;"Bruxelles";"Brabant"
717;"E";"laine";"yraigne";;;;"Malines";"Brabant"
718;"E";"laine";"yraigne";;;;"Malines";"Brabant"
719;"E";"soie";"satin";;;;;
720;"E";"mélangé";"futaine";"blanc";;;;
721;"E";"laine";"drap";;;;;
722;"E";"soie";"cendal";"rouge";;;;
723;"E";"soie";"cendal";"rouge";;;;
724;"E";"soie";"cendal";"rouge";;;;
725;"E";"soie";"cendal";"rouge";"graine";;;
726;"O";"NA";"argent";;;;;
727;"E";"mélangé";"futaine";;;;;
728;"E";"laine";"drap";;;;;
729;"E";"laine";"rouge";"rouge";;;"Verwicq";"Flandres"
730;"E";"laine";"rouge";"rouge";;;"Verwicq";"Flandres"
731;"E";"laine";"blanc";"blanc";;;"Evreux";"Normandie"
732;"M";"soie";"soie";"vert";;;;
733;"M";"NA";"fil";;;;;
734;"E";"toile";"toile";"blanc";;"prime";;
735;"E";"laine";"pers";"pers";;;"Carcassonne";"Languedoc"
736;"E";"laine";"naif";;;;"Bocles";"inconnue"
737;"E";"toile";"toile";;;;;
738;"E";"laine";"vert";"vert";;;;
739;"E";"laine";"brunette";"noir";;;"Saint-Loup";"Bourgogne"
740;"E";"laine";"violet";"violet";;;"Abbeville";"Normandie"
741;"E";"laine";"pers";"pers";;;"Louvier";"Normandie"
742;"E";"laine";"drap";;;;"Saint-Loup";"Bourgogne"
743;"E";"laine";"sarge";;;;"Irlande";"Irlande"
744;"E";"laine";"tanné";"tanné";;;"Louvier";"Normandie"
745;"E";"laine";"blanchet";"blanc";;;"Valais";"Valais"
746;"E";"laine";"noir";"noir";;;"Allemagne";"Allemagne"
747;"E";"laine";"blanchet";"blanc";;;"Valais";"Valais"
748;"E";"laine";"noir";"noir";;;"Valais";"Valais"
749;"E";"laine";"drap";;;;;
750;"M";"NA";"fil";"teint";;;;
751;"M";"NA";"fil";"blanc";;;;
752;"E";"toile";"toile";"blanc";;;;
753;"M";"NA";"coton";;;;;
754;"M";"NA";"coton";;;"filé";;
755;"M";"NA";"coton";;;"filé";;
756;"E";"soie";"soie";;;;;
757;"E";"laine";"bocacin";;;;;
758;"E";"laine";"drap";"blanc";;;"Montivilliers";"Normandie"
760;"E";"mélangé";"futaine";"blanc";;;;
761;"E";"toile";"toile";"blanc";;;;
762;"M";"NA";"fil";"blanc";;;;
763;"M";"NA";"coton";;;"battu";;
764;"E";"laine";"rouge";"rouge";;;;
765;"E";"mélangé";"futaine";;;;;
766;"E";"laine";"yraigne";;;;"Malines";"Brabant"
767;"E";"laine";"drap";;;;"Ypres";"Flandres"
768;"E";"laine";"drap";;;;;
769;"F";"NA";"fouine";;;;;
770;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
771;"E";"laine";"drap";;;;"Verwicq";"Flandres"
772;"E";"laine";"drap";"rouge";;;;
773;"M";"NA";"coton";;;;;
774;"E";"toile";"toile";;;;;
775;"M";"NA";"fil";;;;;
776;"M";"soie";"soie";;;;;
777;"E";"laine";"gris";"blanc";;;"Ypres";"Flandres"
778;"E";"laine";"drap";;;;"Allemagne";"Allemagne"
779;"E";"laine";"drap";;;;;
780;"P";"NA";"chamoix";;;"à adoubé";;
781;"E";"laine";"drap";;;;;
782;"M";"soie";"tresse";"noir";;;;
783;"P";"NA";"peau";;;;;
784;"E";"laine";"marbré";"marbré";;;"Ypres";"Flandres"
785;"E";"laine";"gris";;;;"Ypres";"Flandres"
786;"P";"NA";"chamoix";;;;;
787;"E";"soie";"drap d'or";;;;;
788;"E";"laine";"brunette";"noir";;;;
789;"E";"laine";"blanchet";"blanc";;;"Valais";"Valais"
790;"E";"laine";"noir";"noir";;;"Valais";"Valais"
791;"E";"laine";"drap";;;;;
792;"P";"NA";"peau";;;;;
793;"P";"NA";"peau";;;;;
794;"E";"laine";"drap";;;;"Moche";"inconnue"
795;"E";"laine";"naif";;;;;
796;"M";"NA";"perle";;;;;
797;"E";"laine";"drap";;;;;
798;"E";"laine";"blanchet";"blanc";;;;
799;"E";"laine";"rouge";"rouge";;;"Malines";"Brabant"
800;"E";"toile";"toile";"blanc";;;;
801;"M";"NA";"coton";;;;;
802;"E";"laine";"drap";;;;;
803;"E";"soie";"satin";;;;;
804;"E";"laine";"drap";;;;;
805;"F";"NA";"fourrure";;;;;
806;"F";"NA";"fourrure";;;;;
807;"E";"laine";"cagnet";"cagnet";;;;
808;"E";"laine";"cagnet";"cagnet";;;;
809;"E";"mélangé";"futaine";;;"ras";;
810;"E";"toile";"toile";;;;;
811;"M";"NA";"coton";;;"battu";;
812;"M";"NA";"coton";;;;;
813;"M";"soie";"soie";"rouge";;;;
814;"E";"toile";"toile";"blanc";;"prime";;
815;"M";"NA";"fil";;;;;
816;"M";"soie";"soie";"ardent";;;;
817;"E";"laine";"yraigne";;;;"Malines";"Brabant"
818;"E";"soie";"satin";"rouge";;;;
819;"E";"laine";"pers";"pers";;;"Bruxelles";"Brabant"
820;"E";"laine";"écarlate";"rouge";;;"Malines";"Brabant"
821;"M";"NA";"bouton";;;;;
822;"M";"laine";"fil";;;;;
823;"M";"soie";"soie";;;;;
824;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
825;"E";"laine";"brunette";"noir";;;;
826;"E";"laine";"vert";"vert";;;;
827;"E";"laine";"drap";;;;;
828;"M";"soie";"soie";"vert";;;;
829;"M";"NA";"tresse";"vert";;;;
830;"E";"laine";"bocacin";;;;;
831;"E";"toile";"toile";;;;;
832;"F";"NA";"fourrure";;;;;
833;"E";"laine";"drap";;;;;
834;"E";"laine";"naif";;;;"Saint-James";"Normandie"
835;"E";"laine";"naif";;;;"Saint-James";"Normandie"
836;"E";"laine";"pers";"pers";;;;
837;"E";"laine";"drap";;;;"Hedin";"Belgique"
838;"E";"laine";"drap";;;;"Musterol";"inconnue"
839;"F";"NA";"fourrure";;;;;
840;"E";"laine";"rouge";"rouge";;;;
841;"F";"NA";"fourrure";;;;;
842;"E";"mélangé";"futaine";;;;;
843;"M";"soie";"soie";;;;;
844;"M";"soie";"soie";;;;;
845;"M";"NA";"coton";;;;;
846;"E";"laine";"drap";;;;;
847;"E";"laine";"pers";"pers";;;;
848;"E";"laine";"pers";"pers";;;;
849;"E";"soie";"drap d'or";;;;;
850;"E";"laine";"rouge";"rouge";;;;
851;"E";"laine";"drap";;;;;
852;"E";"laine";"drap";;;;;
853;"E";"laine";"drap";;;;;
854;"E";"laine";"drap";;;;;
855;"E";"laine";"drap";;;;;
856;"E";"laine";"drap";;;;;
857;"E";"laine";"drap";;;;;
858;"E";"laine";"pers";"pers";;;"Bruxelles";"Brabant"
859;"E";"laine";"vert";"vert";;;"Saint-Trond";"Brabant"
860;"E";"toile";"toile";;;;;
861;"E";"laine";"marbré";"marbré";;;"Revel";"Languedoc"
862;"E";"laine";"drap";;;;;
863;"E";"laine";"drap";;;;;
864;"E";"laine";"drap";;;;;
865;"E";"laine";"drap";;;;;
866;"E";"laine";"drap";;;;;
867;"E";"laine";"drap";;;;;
868;"E";"laine";"drap";;;;;
869;"E";"toile";"toile";;;;;
870;"E";"toile";"toile";;;;;
871;"E";"toile";"toile";;;;;
872;"E";"toile";"toile";;;;;
873;"E";"toile";"toile";;;;;
874;"E";"toile";"toile";;;;;
875;"E";"toile";"toile";;;;;
876;"E";"toile";"toile";;;;;
877;"E";"toile";"toile";;;;;
878;"E";"laine";"brunette";"noir";;;;
879;"E";"soie";"bifette d'or";;;"fin";;
880;"M";"soie";"tresse d'or";;;;;
881;"E";"laine";"pers";"pers";;;;
882;"E";"laine";"blanc";"blanc";;;"Bruxelles";"Brabant"
883;"E";"laine";"cagnet";"cagnet";;;"Fanjeaux";"Languedoc"
884;"E";"laine";"yraigne";;;;"Malines";"Brabant"
885;"E";"laine";"drap";;;;;
886;"E";"laine";"drap";;;;;
887;"E";"laine";"gris";"gris";;;"Carcassonne";"Languedoc"
888;"E";"laine";"drap";;;;"Saint-Loup";"Bourgogne"
889;"E";"laine";"marbré";"marbré";;;"Bernay";"Normandie"
890;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
891;"E";"laine";"naif";;;;"Saint-Loup";"Bourgogne"
892;"E";"laine";"drap";;;;;
893;"E";"toile";"toile";;;;"Reims";"Champagne"
894;"E";"laine";"blanc";"blanc";;;"Bruxelles";"Brabant"
895;"E";"laine";"pers";"pers";;;"Montivilliers";"Normandie"
896;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
897;"E";"laine";"blanc";"blanc";;;"Saint-Loup";"Bourgogne"
898;"E";"laine";"rouge";"rouge";;;"Abbeville";"Normandie"
899;"E";"laine";"drap";;;;;
900;"E";"toile";"toile";;;;"Reims";"Champagne"
901;"E";"laine";"pers";"pers";;;"Bruxelles";"Brabant"
902;"E";"laine";"drap";;;;;
903;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
904;"E";"laine";"drap";;;;;
905;"E";"laine";"drap";;;;;
906;"E";"laine";"blanc";"blanc";;;"Bruxelles";"Brabant"
907;"E";"laine";"rouge";"yraigne";;;;
908;"E";"laine";"yraigne";;;;"Ypres";"Flandres"
909;"E";"laine";"blanc";"blanc";;;;
910;"E";"laine";"naif";;;;"Gernasie";"inconnue"
911;"E";"laine";"vert";"vert";;;"Bruxelles";"Brabant"
912;"E";"laine";"blanc";"blanc";;;"Evreux";"Normandie"
913;"E";"laine";"drap";;;;;
914;"E";"laine";"marbré";"graine";;;"Montivilliers";"Normandie"
915;"E";"laine";"naif";;;;"Evreux";"Normandie"
916;"E";"laine";"marbré";"brun";;;"Evreux";"Normandie"
917;"E";"laine";"rouge";"rouge";;;"Abbeville";"Normandie"
918;"E";"laine";"rouge";"rouge";;;"Bessay";"Languedoc"
919;"E";"laine";"marbré";;;;"Saint-Marcel";"île-de-France"
920;"E";"laine";"drap";;;;;
921;"E";"laine";"drap";;;;;
922;"E";"laine";"drap";;;;;
923;"E";"laine";"drap";;;;;
924;"E";"laine";"drap";;;;;
925;"E";"laine";"marbré";"vert";;;"Evreux";"Normandie"
926;"E";"laine";"drap";;;;;
927;"E";"laine";"drap";;;;;
928;"E";"laine";"drap";;;;;
929;"E";"laine";"drap";;;;;
930;"E";"laine";"drap";;;;;
931;"E";"laine";"drap";;;;;
932;"E";"laine";"drap";;;;;
933;"E";"laine";"rouge";"rouge";;"des passants";"Abbeville";"Normandie"
934;"E";"laine";"blanc";"blanc";;;"Evreux";"Normandie"
937;"E";"laine";"vert";"vert";;;"Abbeville";"Normandie"
938;"E";"laine";"drap";;;;"Saint-Loup";"Bourgogne"
939;"E";"laine";"blanc";"blanc";;;"Carcassonne";"Languedoc"
940;"E";"laine";"naif";;;;"Beaumont";"Languedoc"
941;"E";"laine";"gris";"gris";;;"Montivilliers";"Normandie"
942;"E";"laine";"naif";;;;"Saint-Loup";"Bourgogne"
943;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
944;"E";"laine";"yraigne";;;;"Malines";"Brabant"
945;"E";"laine";"rouge";"rouge";;;"Abbeville";"Normandie"
946;"E";"laine";"rose";"rose";;;"Bruxelles";"Brabant"
947;"E";"laine";"blanc";"blanc";;;"Bruxelles";"Brabant"
948;"E";"laine";"gris";"gris";;;"Saint-Marcel";"île-de-France"
949;"E";"laine";"blanc";"blanc";;;"Evreux";"Normandie"
950;"E";"laine";"gris";"gris";;;"Saint-Loup";"Bourgogne"
951;"E";"laine";"pers";"pers";;;"Carcassonne";"Languedoc"
952;"E";"laine";"drap";;;;;
953;"E";"laine";"vert";"vert";;;"Fanjeaux";"Languedoc"
954;"E";"laine";"vert";"vert";;;"Carcassonne";"Languedoc"
955;"E";"laine";"vert";"vert";;;"Fanjeaux";"Languedoc"
956;"E";"laine";"rouge";"rouge";;;"Carcassonne";"Languedoc"
957;"E";"laine";"drap";;;;;
958;"E";"laine";"drap";;;;;
959;"E";"laine";"naif";;;;"Beaumont";"Languedoc"
960;"E";"laine";"gris";"gris";;;;
961;"E";"laine";"pers";"pers";;;"Carcassonne";"Languedoc"
962;"E";"laine";"gris";"gris";;;"Carcassonne";"Languedoc"
963;"E";"laine";"drap";;;;;
964;"F";"NA";"fourrure";;;;;
965;"E";"laine";"drap";;;;;
966;"E";"laine";"drap";;;;;
967;"E";"laine";"gris";"gris";;;"Bruxelles";"Brabant"
968;"E";"laine";"drap";;;;;
969;"E";"laine";"rouge";"rouge";;;"Abbeville";"Normandie"
970;"F";"NA";"bièvre";;;;;
971;"M";"NA";"corde";;;;;
972;"M";"NA";"corde";;;;;
973;"E";"toile";"toile";"blanc";;;;
974;"E";"soie";"soie";;;;;
975;"E";"soie";"cendal";;;;;
976;"E";"toile";"toile";;;;;
977;"M";"soie";"soie";;;;;
978;"M";"NA";"fil";;;;;
979;"E";"soie";"cendal";;;;;
980;"E";"toile";"toile";;;;;
981;"M";"soie";"soie";;;;;
982;"M";"NA";"fil";;;;;
983;"E";"toile";"toile";;;;;
984;"E";"soie";"soie";;;;;
985;"E";"toile";"toile";;;;;
986;"M";"NA";"fil";;;;;
987;"E";"soie";"cendal";;;;;
988;"M";"soie";"tresse";"noir";;;;
989;"M";"soie";"soie";;;;;
990;"M";"soie";"tresse";;;;;
991;"M";"NA";"coton";;;;;
992;"M";"NA";"fil";;;;"Lyon";"Lyonnais"
993;"M";"soie";"soie";;;;;
994;"E";"soie";"cendal";"rouge";;;;
995;"M";"soie";"tresse";"noir";;;;
996;"M";"NA";"tresse";;;;;
997;"M";"NA";"fil";;;;;
998;"M";"soie";"tresse";"noir";;;;
999;"M";"NA";"fil";;;;"Lyon";"Lyonnais"
1000;"M";"NA";"fil";"pers";;;;
1001;"M";"soie";"soie";"noir";;;;
1002;"E";"soie";"cendal";;;;;
1003;"M";"NA";"fil";;;;;
1004;"M";"NA";"fil";;;;;
1005;"E";"toile";"toile";"blanc";;;;
1006;"E";"toile";"toile";;;;;
1007;"M";"NA";"fil";;;;;
1008;"M";"soie";"soie";;;;;
1009;"E";"soie";"cendal";;;;;
1010;"E";"toile";"toile";"blanc";;;;
1011;"M";"NA";"coton";;;"battu";;
1012;"M";"NA";"coton";;;"filé";;
1013;"E";"toile";"toile";"pers";;;;
1014;"M";"soie";"soie";;;;;
1015;"M";"soie";"soie";"vert";;;;
1016;"E";"toile";"toile";"blanc";;;;
1017;"M";"NA";"fil";"rouge";;;;
1018;"M";"NA";"fil";"blanc";;;;
1019;"E";"soie";"satin";"blanc";;"renforcé";"Venise";"Italie"
1020;"M";"soie";"soie";"vert";;;;
1021;"M";"soie";"soie";"rouge";;;;
1022;"M";"NA";"fil";"pers";;;;
1023;"M";"NA";"fil";"blanc";;;;
1024;"E";"toile";"toile";;;;;
1025;"M";"soie";"soie";;;;;
1026;"M";"NA";"fil";;;;;
1027;"E";"laine";"drap";;;;;
1028;"E";"laine";"vert";"vert";;;"Louvier";"Normandie"
1029;"E";"laine";"gris";"gris";;;"Enghien";"île-de-France"
1030;"E";"laine";"drap";;;;;
1031;"E";"laine";"drap";;;;;
1032;"E";"laine";"drap";;;;;
1033;"E";"laine";"drap";;;;;
1034;"E";"laine";"drap";;;;;
1035;"E";"laine";"drap";;;;;
1036;"E";"toile";"toile";;;;;
1037;"E";"toile";"toile";;;;;
1038;"E";"toile";"toile";"blanc";;;;
1039;"E";"toile";"toile";"blanc";;;;
1040;"E";"toile";"toile";;;"crue";;
1041;"E";"toile";"toile";"blanc";;;;
1042;"E";"laine";"violet";"violet";;;"Evreux";"Normandie"
1043;"E";"laine";"violet";"violet";;;"Bernay";"Normandie"
1044;"E";"laine";"drap";;;;"Bruxelles";"Brabant"
1045;"E";"laine";"marbré";"genenesis";;;;
1046;"E";"laine";"drap";;;;;
1047;"E";"laine";"marbré";"brun";;;"Evreux";"Normandie"
1048;"E";"laine";"marbré";;;;;
1049;"E";"laine";"brunette";"noir";;;;
1050;"E";"laine";"drap";;;;;
1051;"E";"laine";"drap";;;;;
1052;"E";"laine";"drap";;;;;
1053;"E";"laine";"pers";"pers";"azur";;;
1054;"E";"laine";"pers";"pers";"encre";;"Evreux";"Normandie"
1055;"E";"laine";"brun";"brun";;;"Ypres";"Flandres"
1056;"E";"laine";"tanné";"ardent";;;"Ypres";"Flandres"
1057;"M";"NA";"perle";"pers";;;"Gand";"Flandres"
1058;"E";"laine";"tanné";"tanné";;;"Saint-Marcel";"île-de-France"
1059;"E";"laine";"drap";;;;;
1060;"E";"laine";"drap";;;;;
1061;"E";"laine";"vert";"vert";;;;
1062;"E";"laine";"drap";;;;;
1063;"E";"laine";"tanné";"tanné";;;"Amacle";"inconnue"
1064;"E";"laine";"vert";"vert";;;"Abbeville";"Normandie"
1065;"E";"laine";"pers";"pers";;;;
1066;"E";"laine";"marbré";;;;"Ypres";"Flandres"
1067;"E";"laine";"vermeil";"vermeil";;;;
1068;"E";"laine";"tanné";"ardent";;;"Abbeville";"Normandie"
1069;"E";"laine";"violet";"violet";;;"Abbeville";"Normandie"
1070;"E";"laine";"vermeil";"vermeil";;;"Ypres";"Flandres"
1071;"E";"laine";"vermeil";"vermeil";;;"Abbeville";"Normandie"
1072;"E";"laine";"tanné";"ardent";;;"Abbeville";"Normandie"
1073;"E";"laine";"marbré";;;;;
1074;"E";"laine";"vermeil";"vermeil";;;"Ypres";"Flandres"
1075;"E";"laine";"vermeil";"vermeil";;;"Ypres";"Flandres"
1076;"E";"laine";"violet";"violet";;;"Abbeville";"Normandie"
1077;"E";"laine";"rouge";"rouge";;;"Ypres";"Flandres"
1078;"E";"laine";"rouge";"rouge";;;"Ypres";"Flandres"
1079;"E";"laine";"rouge";"rouge";;;;
1080;"E";"laine";"vermeil";"vermeil";;;"Curloyne";"inconnue"
1081;"E";"laine";"drap";;;;;
1082;"E";"laine";"vermeil";"vermeil";;;"Ypres";"Flandres"
1083;"E";"laine";"drap";;;;;
1084;"E";"laine";"vermeil";"vermeil";;;"Ypres";"Flandres"
1085;"E";"laine";"marbré";;;;"Marles";"Champagne"
1086;"E";"laine";"drap";;;;;
1087;"E";"laine";"tanné";"ardent";;;"Saint-Marcel";"île-de-France"
1088;"E";"laine";"rouge";"rouge";;;;
1089;"E";"laine";"drap";;;;"Saint-Marcel";"île-de-France"
1090;"E";"laine";"vermeil";"vermeil";;;;
1091;"E";"laine";"drap";;;;"Saint-Marcel";"île-de-France"
1092;"E";"laine";"drap";;;;;
1093;"E";"laine";"drap";;;;;
1094;"E";"laine";"drap";;;;;
1095;"E";"laine";"drap";;;;;
1096;"E";"laine";"drap";;;;;
1097;"E";"laine";"drap";;;;;
1098;"E";"laine";"vert";"vert";;;;
1099;"E";"laine";"drap";;;;;
1100;"E";"laine";"drap";;;;;
1101;"E";"laine";"drap";;;;;
1102;"E";"mélangé";"futaine";"blanc";;;;
1103;"E";"mélangé";"futaine";;;;;
1104;"E";"laine";"drap";;;;;
1105;"E";"laine";"drap";;;;;
1106;"E";"laine";"naif";;;;;
1107;"E";"laine";"rouge";"rouge";;;;
1108;"E";"soie";"drap d'or";;;;;
1109;"E";"laine";"rouge";"rouge";;;"Milan";"Italie"
1110;"E";"laine";"drap";;;;"Fribourg";"Valais"
1111;"E";"laine";"drap";;;;;
1112;"E";"soie";"bifette d'argen";;;;;
1113;"E";"laine";"drap";;;;;
1114;"M";"soie";"soie";;;;;
1115;"M";"NA";"estoffis";;;;;
1116;"E";"laine";"drap";;;;;
1117;"E";"laine";"drap";;;;;
1118;"E";"soie";"bifette d'or";;;;;
1119;"E";"laine";"drap";;;;;
1120;"E";"soie";"bifette d'or";;;;;
1121;"E";"laine";"drap";;;;;
1122;"E";"soie";"bifette d'or";;;;;
1123;"M";"NA";"fil";;;"prime";;
1124;"E";"laine";"rouge";"rouge";;;;
1125;"E";"mélangé";"futaine";;;;;
1126;"E";"toile";"toile";;;;;
1127;"M";"NA";"fil";;;;;
1128;"M";"soie";"soie";;;;;
