"compte";"numTrans";"Ville";"Region";"Occasion";"Date";"Remarques";"AchatMP";"AchatPP";"AchatFA";"AchatDA";"typeAchat";"pagination";"date_ordre";"date_recette";"Prix_Ensemble";"prix_partage"
"7 MI 3, r. 4, r. 5, R39";6344;;;;10/12/1392 00:00:00;"fr. ad 16";1;0;1;0;;"189";10/12/1392 00:00:00;;12212;0
"7 MI 3, r. 4, r. 5, R39";6345;;;;;;1;0;1;0;;"189";;;12214;0
"7 MI 3, r. 4, r. 5, R39";6346;;;;10/12/1392 00:00:00;;1;0;0;0;;"189";10/12/1392 00:00:00;;12215;0
"7 MI 3, r. 4, r. 5, R39";6347;;;;10/12/1392 00:00:00;;1;0;0;0;;"189";10/12/1392 00:00:00;;12217;0
"7 MI 3, r. 4, r. 5, R39";6348;;;;16/12/1392 00:00:00;;0;0;1;0;;"189";16/12/1392 00:00:00;;12219;0
"7 MI 3, r. 4, r. 5, R39";6349;;;;16/12/1392 00:00:00;;1;0;1;0;;"189";16/12/1392 00:00:00;;12221;0
"7 MI 3, r. 4, r. 5, R39";6350;;;;16/12/1392 00:00:00;;0;0;0;0;;"189";16/12/1392 00:00:00;;12223;0
"7 MI 3, r. 4, r. 5, R39";6351;;;;16/12/1392 00:00:00;;1;0;1;0;;"189";16/12/1392 00:00:00;;12225;0
"7 MI 3, r. 4, r. 5, R39";6352;;;;13/12/1392 00:00:00;;0;0;1;0;;"190";13/12/1392 00:00:00;;12227;0
"7 MI 3, r. 4, r. 5, R39";6353;;;;13/12/1392 00:00:00;;1;0;0;0;;"190";13/12/1392 00:00:00;;12229;0
"7 MI 3, r. 4, r. 5, R39";6354;;;;13/12/1392 00:00:00;;1;0;1;0;;"190";13/12/1392 00:00:00;;12231;0
"7 MI 3, r. 4, r. 5, R39";6355;;;;13/12/1392 00:00:00;;1;0;1;0;;"190 v";13/12/1392 00:00:00;;12232;0
"7 MI 3, r. 4, r. 5, R39";6356;;;;13/12/1392 00:00:00;;1;0;1;0;;"190 v";13/12/1392 00:00:00;;12233;0
"7 MI 3, r. 4, r. 5, R39";6357;;;99;13/12/1392 00:00:00;"don en argent mais dit ce qui doit être";0;1;0;0;;"190 v";13/12/1392 00:00:00;;12235;0
"7 MI 3, r. 4, r. 5, R39";6358;;;;1/2/1393 00:00:00;"don en argent ?";0;1;0;0;;"190 v";1/2/1393 00:00:00;;12237;0
"7 MI 3, r. 4, r. 5, R39";6359;;;99;10/12/1392 00:00:00;;0;0;0;0;;"191 v";10/12/1392 00:00:00;;12239;0
"7 MI 3, r. 4, r. 5, R39";6360;;;;5/12/1390 00:00:00;"don en argent ?";0;1;0;0;;"194 v";5/12/1390 00:00:00;;12240;0
"7 MI 3, r. 4, r. 5, R39";6361;;;101;10/5/1392 00:00:00;;1;0;1;0;;"197";10/5/1392 00:00:00;;12242;0
"7 MI 3, r. 4, r. 5, R39";6362;;;101;10/5/1392 00:00:00;;1;0;1;0;;"197 v";10/5/1392 00:00:00;;12243;0
"7 MI 3, r. 4, r. 5, R39";6363;"Genève";"Savoie";;1/4/1391 00:00:00;;0;0;0;0;;"199";1/4/1391 00:00:00;;12244;0
"7 MI 3, r. 4, r. 5, R39";6364;"Chambéry";"Savoie";;24/12/1391 00:00:00;;0;0;0;0;;"199";24/12/1391 00:00:00;;12246;0
"7 MI 3, r. 4, r. 5, R39";6365;;;;4/10/1391 00:00:00;;0;0;0;0;;"199";4/10/1391 00:00:00;;12248;0
"7 MI 3, r. 4, r. 5, R39";6366;;;;4/10/1391 00:00:00;;0;0;1;0;;"199";4/10/1391 00:00:00;;12250;0
"7 MI 3, r. 4, r. 5, R39";6367;;;101;16/1/1392 00:00:00;;1;0;0;0;;"207";16/1/1392 00:00:00;;12252;0
"7 MI 3, r. 4, r. 5, R39";6368;;;101;16/1/1392 00:00:00;;1;0;0;0;;"207";16/1/1392 00:00:00;;12255;0
"7 MI 3, r. 4, r. 5, R39";6369;;;;16/1/1392 00:00:00;;0;1;0;0;;"207 v";16/1/1392 00:00:00;;12258;0
"7 MI 3, r. 4, r. 5, R39";6370;;;;24/12/1392 00:00:00;;0;0;0;0;;"207 v";24/12/1392 00:00:00;;12260;0
"7 MI 3, r. 4, r. 5, R39";6371;;;;23/12/1392 00:00:00;;0;0;0;0;;"207 v";23/12/1392 00:00:00;;12261;0
"7 MI 3, r. 4, r. 5, R39";6372;;;109;29/5/1392 00:00:00;"fr. ad 15";1;0;0;0;;"209 v";29/5/1392 00:00:00;;12262;0
"7 MI 3, r. 4, r. 5, R39";6373;;;109;29/5/1392 00:00:00;"fr. ad 15";1;0;0;0;;"209 v";29/5/1392 00:00:00;;12264;0
"7 MI 3, r. 4, r. 5, R40";6374;;;;14/5/1393 00:00:00;;1;0;0;0;;"62 v";14/5/1393 00:00:00;;12266;0
"7 MI 3, r. 4, r. 5, R40";6375;;;;14/5/1393 00:00:00;;1;0;0;0;;"62 v";14/5/1393 00:00:00;;12269;0
"7 MI 3, r. 4, r. 5, R40";6376;;;;14/5/1393 00:00:00;;1;0;0;0;;"62 v";14/5/1393 00:00:00;;12270;0
"7 MI 3, r. 4, r. 5, R40";6377;;;;14/5/1393 00:00:00;;1;0;0;0;;"62 v";14/5/1393 00:00:00;;12272;0
"7 MI 3, r. 4, r. 5, R40";6378;;;;15/12/1392 00:00:00;"don en argent ?";0;1;0;0;;"68 v";15/12/1392 00:00:00;;12274;0
"7 MI 3, r. 4, r. 5, R40";6379;;;;10/1/1393 00:00:00;;1;0;1;0;;"68 v";10/1/1393 00:00:00;;12276;0
"7 MI 3, r. 4, r. 5, R40";6380;;;;10/1/1393 00:00:00;;1;0;1;0;;"68 v";10/1/1393 00:00:00;;12278;0
"7 MI 3, r. 4, r. 5, R40";6381;;;;23/1/1393 00:00:00;;1;0;1;0;;"68 v";23/1/1393 00:00:00;;12280;0
"7 MI 3, r. 4, r. 5, R40";6382;;;;4/1/1393 00:00:00;;1;0;1;0;;"68 v";4/1/1393 00:00:00;;12282;0
"7 MI 3, r. 4, r. 5, R40";6383;;;;1/2/1393 00:00:00;;1;0;1;0;;"69";1/2/1393 00:00:00;;12284;0
"7 MI 3, r. 4, r. 5, R40";6384;;;;1/2/1393 00:00:00;;1;0;0;0;;"69";1/2/1393 00:00:00;;12287;0
"7 MI 3, r. 4, r. 5, R40";6385;;;;1/2/1393 00:00:00;;1;0;1;0;;"69";1/2/1393 00:00:00;;12289;0
"7 MI 3, r. 4, r. 5, R40";6386;;;;1/2/1393 00:00:00;;1;0;1;0;;"69";1/2/1393 00:00:00;;12291;0
"7 MI 3, r. 4, r. 5, R40";6387;;;;1/4/1393 00:00:00;;1;0;1;0;;"69 v";1/4/1393 00:00:00;;12293;0
"7 MI 3, r. 4, r. 5, R40";6388;;;;1/4/1393 00:00:00;;1;0;1;0;;"69 v";1/4/1393 00:00:00;;12295;0
"7 MI 3, r. 4, r. 5, R40";6389;;;;1/4/1393 00:00:00;;1;0;1;0;;"69 v";1/4/1393 00:00:00;;12297;0
"7 MI 3, r. 4, r. 5, R40";6390;;;;1/4/1393 00:00:00;"fr. ad 15";1;0;1;0;;"69 v";1/4/1393 00:00:00;;12300;0
"7 MI 3, r. 4, r. 5, R40";6391;;;;1/4/1393 00:00:00;"fr. ad 16";1;0;1;0;;"69 v";1/4/1393 00:00:00;;12302;0
"7 MI 3, r. 4, r. 5, R40";6392;;;;1/4/1393 00:00:00;;1;0;1;0;;"70";1/4/1393 00:00:00;;12303;0
"7 MI 3, r. 4, r. 5, R40";6393;;;;1/4/1393 00:00:00;;1;0;1;0;;"70";1/4/1393 00:00:00;;12305;0
"7 MI 3, r. 4, r. 5, R40";6394;;;;20/3/1393 00:00:00;;1;0;1;0;;"70";20/3/1393 00:00:00;;12307;0
"7 MI 3, r. 4, r. 5, R40";6395;;;;20/3/1393 00:00:00;;0;1;0;0;;"70";20/3/1393 00:00:00;;12308;0
"7 MI 3, r. 4, r. 5, R40";6396;;;;21/3/1393 00:00:00;;1;0;0;0;;"70";21/3/1393 00:00:00;;12310;0
"7 MI 3, r. 4, r. 5, R40";6397;;;;30/11/1392 00:00:00;;1;0;1;0;;"70";30/11/1392 00:00:00;;12312;0
"7 MI 3, r. 4, r. 5, R40";6398;;;;30/11/1392 00:00:00;;1;0;0;0;;"70";30/11/1392 00:00:00;;12314;0
"7 MI 3, r. 4, r. 5, R40";6399;;;;30/11/1392 00:00:00;;1;0;1;0;;"70 v";30/11/1392 00:00:00;;12316;0
"7 MI 3, r. 4, r. 5, R40";6400;;;;30/11/1392 00:00:00;;1;0;1;0;;"70 v";30/11/1392 00:00:00;;12318;0
"7 MI 3, r. 4, r. 5, R40";6401;;;;30/11/1392 00:00:00;;1;0;1;0;;"70 v";30/11/1392 00:00:00;;12320;0
"7 MI 3, r. 4, r. 5, R40";6402;;;;30/11/1392 00:00:00;"fr. ad 15";1;0;0;0;;"70 v";30/11/1392 00:00:00;;12322;0
"7 MI 3, r. 4, r. 5, R40";6403;;;;30/11/1392 00:00:00;;1;0;0;0;;"70 v";30/11/1392 00:00:00;;12324;0
"7 MI 3, r. 4, r. 5, R40";6404;;;;14/4/1393 00:00:00;;1;0;1;0;;"70 v";14/4/1393 00:00:00;;12326;0
"7 MI 3, r. 4, r. 5, R40";6405;;;107;14/4/1393 00:00:00;;1;0;0;0;;"70 v";14/4/1393 00:00:00;;12330;0
"7 MI 3, r. 4, r. 5, R40";6406;;;;14/4/1393 00:00:00;;1;0;1;0;;"70 v";14/4/1393 00:00:00;;12331;0
"7 MI 3, r. 4, r. 5, R40";6407;;;;14/4/1393 00:00:00;;1;0;0;0;;"70 v";14/4/1393 00:00:00;;12335;0
"7 MI 3, r. 4, r. 5, R40";6408;;;;14/4/1393 00:00:00;"peut être jeanne bâtarde d'Amédée VII";1;0;1;0;;"70 v";14/4/1393 00:00:00;;12337;0
"7 MI 3, r. 4, r. 5, R40";6409;;;;14/3/1393 00:00:00;;1;0;1;0;;"71";14/3/1393 00:00:00;;12339;0
"7 MI 3, r. 4, r. 5, R40";6410;;;;14/3/1393 00:00:00;;1;0;1;0;;"71";14/3/1393 00:00:00;;12341;0
"7 MI 3, r. 4, r. 5, R40";6411;;;;27/3/1393 00:00:00;;1;0;1;0;;"71";27/3/1393 00:00:00;;12343;0
"7 MI 3, r. 4, r. 5, R40";6412;;;;27/3/1393 00:00:00;;1;0;0;0;;"71";27/3/1393 00:00:00;;12345;0
"7 MI 3, r. 4, r. 5, R40";6413;;;;27/3/1393 00:00:00;;1;0;0;0;;"71";27/3/1393 00:00:00;;12346;0
"7 MI 3, r. 4, r. 5, R40";6414;;;;27/3/1393 00:00:00;;1;0;1;0;;"71";27/3/1393 00:00:00;;12347;0
"7 MI 3, r. 4, r. 5, R40";6415;;;;24/4/1393 00:00:00;;1;0;1;0;;"71 v";24/4/1393 00:00:00;;12351;0
"7 MI 3, r. 4, r. 5, R40";6416;;;;24/4/1393 00:00:00;;1;0;0;0;;"71 v";24/4/1393 00:00:00;;12353;0
"7 MI 3, r. 4, r. 5, R40";6417;;;;24/4/1393 00:00:00;;1;0;0;0;;"71 v";24/4/1393 00:00:00;;12357;0
"7 MI 3, r. 4, r. 5, R40";6418;;;;24/4/1393 00:00:00;;1;0;1;0;;"71 v";24/4/1393 00:00:00;;12358;0
"7 MI 3, r. 4, r. 5, R40";6419;;;;23/3/1394 00:00:00;"fr. ad 15, don en argent ?";0;1;0;0;;"87";23/3/1394 00:00:00;;12360;0
"7 MI 3, r. 4, r. 5, R40";6420;;;12;30/5/1394 00:00:00;"don en argent ?";0;1;0;0;;"91";30/5/1394 00:00:00;;12362;0
"7 MI 3, r. 4, r. 5, R40";6421;;;12;24/6/1394 00:00:00;"fr. ad 15, don en argent ?";0;1;0;0;;"92";24/6/1394 00:00:00;;12364;0
"7 MI 3, r. 4, r. 5, R40";6422;;;;21/3/1394 00:00:00;;0;1;0;0;;"94 v";21/3/1394 00:00:00;;12366;0
"7 MI 3, r. 4, r. 5, R40";6423;;;;21/3/1394 00:00:00;;0;0;0;0;;"94 v";21/3/1394 00:00:00;;12368;0
"7 MI 3, r. 4, r. 5, R40";6424;;;;25/3/1394 00:00:00;;0;0;1;0;;"95";25/3/1394 00:00:00;;12369;0
"7 MI 3, r. 4, r. 5, R40";6425;;;;1/4/1394 00:00:00;;1;0;1;0;;"95 v";1/4/1394 00:00:00;;12371;0
"7 MI 3, r. 4, r. 5, R40";6426;;;;1/4/1394 00:00:00;;0;0;1;0;;"95 v";1/4/1394 00:00:00;;12372;0
"7 MI 3, r. 4, r. 5, R40";6427;;;;12/4/1394 00:00:00;;1;0;1;0;;"96";12/4/1394 00:00:00;;12374;0
"7 MI 3, r. 4, r. 5, R40";6428;;;;12/4/1394 00:00:00;;0;0;0;0;;"96";12/4/1394 00:00:00;;12375;0
"7 MI 3, r. 4, r. 5, R40";6429;;;;12/4/1394 00:00:00;;1;0;1;0;;"96";12/4/1394 00:00:00;;12376;0
"7 MI 3, r. 4, r. 5, R40";6430;;;111;12/4/1394 00:00:00;;1;0;1;0;;"96";12/4/1394 00:00:00;;12378;0
"7 MI 3, r. 4, r. 5, R40";6431;;;111;12/4/1394 00:00:00;;1;0;1;0;;"96";12/4/1394 00:00:00;;12380;0
"7 MI 3, r. 4, r. 5, R40";6432;;;;3/3/1394 00:00:00;;1;0;0;0;;"96 v";3/3/1394 00:00:00;;12382;0
"7 MI 3, r. 4, r. 5, R40";6433;;;;3/3/1394 00:00:00;;1;0;0;0;;"96 v";3/3/1394 00:00:00;;12383;0
"7 MI 3, r. 4, r. 5, R40";6434;;;;3/3/1394 00:00:00;;1;0;0;0;;"96 v";3/3/1394 00:00:00;;12384;0
"7 MI 3, r. 4, r. 5, R40";6435;;;;3/3/1394 00:00:00;;1;0;0;0;;"96 v";3/3/1394 00:00:00;;12385;0
"7 MI 3, r. 4, r. 5, R40";6436;;;;3/3/1394 00:00:00;;0;0;1;0;;"96 v";3/3/1394 00:00:00;;;0
"7 MI 3, r. 4, r. 5, R40";6437;;;;18/6/1394 00:00:00;;1;0;1;0;;"97 v";18/6/1394 00:00:00;;12386;0
"7 MI 3, r. 4, r. 5, R40";6438;;;;18/6/1394 00:00:00;;1;0;0;0;;"97 v";18/6/1394 00:00:00;;12388;0
"7 MI 3, r. 4, r. 5, R40";6439;;;;16/6/1394 00:00:00;;1;0;1;0;;"98";16/6/1394 00:00:00;;12389;0
"7 MI 3, r. 4, r. 5, R40";6440;;;;18/7/1394 00:00:00;;1;0;1;0;;"99";18/7/1394 00:00:00;;12391;0
"7 MI 3, r. 4, r. 5, R40";6441;;;;28/7/1394 00:00:00;;1;0;1;0;;"99";28/7/1394 00:00:00;;12394;0
"7 MI 3, r. 4, r. 5, R40";6442;;;;28/7/1394 00:00:00;;1;0;0;0;;"99 v";28/7/1394 00:00:00;;12395;0
"7 MI 3, r. 4, r. 5, R40";6443;;;;19/8/1394 00:00:00;;1;0;1;0;;"99 v";19/8/1394 00:00:00;;12397;0
"7 MI 3, r. 4, r. 5, R40";6444;;;;29/8/1394 00:00:00;;1;0;1;0;;"100";29/8/1394 00:00:00;;12398;0
"7 MI 3, r. 4, r. 5, R40";6445;;;;29/8/1394 00:00:00;;1;0;1;0;;"101";29/8/1394 00:00:00;;12399;0
"7 MI 3, r. 4, r. 5, R40";6446;;;;29/8/1393 00:00:00;"don en argent ?";0;1;0;0;;"101";29/8/1393 00:00:00;;12402;0
"7 MI 3, r. 4, r. 5, R40";6447;;;;1/10/1393 00:00:00;;0;0;1;0;;"101 v";1/10/1393 00:00:00;;12404;0
"7 MI 3, r. 4, r. 5, R40";6448;;;;1/10/1393 00:00:00;;1;0;1;0;;"101 v";1/10/1393 00:00:00;;12406;0
"7 MI 3, r. 4, r. 5, R40";6449;;;;1/10/1393 00:00:00;;1;0;1;0;;"101 v";1/10/1393 00:00:00;;12408;0
"7 MI 3, r. 4, r. 5, R40";6450;;;;1/10/1393 00:00:00;;1;0;1;0;;"101 v";1/10/1393 00:00:00;;12410;0
"7 MI 3, r. 4, r. 5, R40";6451;;;;19/10/1393 00:00:00;;1;0;1;0;;"101 v";19/10/1393 00:00:00;;12412;0
"7 MI 3, r. 4, r. 5, R40";6452;;;;19/10/1393 00:00:00;;0;0;1;0;;"101 v";19/10/1393 00:00:00;;12414;0
"7 MI 3, r. 4, r. 5, R40";6453;;;112;24/10/1393 00:00:00;;1;0;1;0;;"102";24/10/1393 00:00:00;;12422;0
"7 MI 3, r. 4, r. 5, R40";6454;;;112;24/10/1393 00:00:00;;1;0;0;0;;"102";24/10/1393 00:00:00;;12423;0
"7 MI 3, r. 4, r. 5, R40";6455;;;;24/10/1393 00:00:00;;1;0;1;0;;"102";24/10/1393 00:00:00;;12425;0
"7 MI 3, r. 4, r. 5, R40";6456;;;;24/10/1393 00:00:00;;0;0;1;0;;"102";24/10/1393 00:00:00;;;0
"7 MI 3, r. 4, r. 5, R40";6457;;;;13/9/1393 00:00:00;"fenêtre";1;0;1;0;;"102 v";13/9/1393 00:00:00;;12427;0
"7 MI 3, r. 4, r. 5, R40";6458;;;;26/10/1393 00:00:00;"gans";0;1;0;0;;"102 v";26/10/1393 00:00:00;;12429;0
"7 MI 3, r. 4, r. 5, R40";6459;;;;26/10/1393 00:00:00;"peintre fait des mauresque à la demande du comte Amédée VIII";0;1;0;0;;"103";26/10/1393 00:00:00;;12431;0
"7 MI 3, r. 4, r. 5, R40";6460;;;;18/12/1393 00:00:00;;1;0;1;0;;"103";18/12/1393 00:00:00;;12433;0
"7 MI 3, r. 4, r. 5, R40";6461;;;;18/12/1393 00:00:00;;1;0;1;0;;"103 v";18/12/1393 00:00:00;;12435;0
"7 MI 3, r. 4, r. 5, R40";6462;;;;18/12/1393 00:00:00;"don en argent ?";0;1;0;0;;"103 v";18/12/1393 00:00:00;;12437;0
"7 MI 3, r. 4, r. 5, R40";6463;;;;6/2/1394 00:00:00;"chemises";1;0;1;0;;"104";6/2/1394 00:00:00;;12439;0
"7 MI 3, r. 4, r. 5, R40";6464;;;;6/2/1394 00:00:00;"chemises";1;0;1;0;;"104";6/2/1394 00:00:00;;12441;0
"7 MI 3, r. 4, r. 5, R40";6465;;;;6/2/1394 00:00:00;;1;0;1;0;;"104 v";6/2/1394 00:00:00;;12443;0
"7 MI 3, r. 4, r. 5, R40";6466;;;;5/3/1394 00:00:00;;1;0;0;0;;"105";5/3/1394 00:00:00;;12444;0
"7 MI 3, r. 4, r. 5, R40";6467;;;;5/3/1394 00:00:00;;1;0;0;0;;"105";5/3/1394 00:00:00;;12446;0
"7 MI 3, r. 4, r. 5, R40";6468;;;;13/3/1394 00:00:00;"chaussure";0;0;1;0;;"105 v";13/3/1394 00:00:00;;12447;0
"7 MI 3, r. 4, r. 5, R40";6469;;;;1/4/1394 00:00:00;"don en argent ?";0;1;0;0;;"106";1/4/1394 00:00:00;;12449;0
"7 MI 3, r. 4, r. 5, R40";6470;;;;5/4/1394 00:00:00;;1;0;1;0;;"106 v";5/4/1394 00:00:00;;12451;0
"7 MI 3, r. 4, r. 5, R40";6471;;;;5/4/1394 00:00:00;"fr. ad 15";1;0;1;0;;"106 v";5/4/1394 00:00:00;;12452;0
"7 MI 3, r. 4, r. 5, R40";6472;;;;5/4/1394 00:00:00;;1;0;1;0;;"106 v";5/4/1394 00:00:00;;12454;0
"7 MI 3, r. 4, r. 5, R40";6473;;;;5/4/1394 00:00:00;;0;0;0;0;;"106 v";5/4/1394 00:00:00;;12456;0
"7 MI 3, r. 4, r. 5, R40";6474;;;;13/4/1394 00:00:00;;1;0;1;0;;"106 v";13/4/1394 00:00:00;;12458;0
"7 MI 3, r. 4, r. 5, R40";6475;;;;15/4/1394 00:00:00;;1;0;1;0;;"107";15/4/1394 00:00:00;;12459;0
"7 MI 3, r. 4, r. 5, R40";6476;;;;15/4/1394 00:00:00;;1;0;1;0;;"107";15/4/1394 00:00:00;;12463;0
"7 MI 3, r. 4, r. 5, R40";6477;;;;15/4/1394 00:00:00;;1;0;1;0;;"107";15/4/1394 00:00:00;;12465;0
"7 MI 3, r. 4, r. 5, R40";6478;;;;15/4/1394 00:00:00;;1;0;1;0;;"107";15/4/1394 00:00:00;;12467;0
"7 MI 3, r. 4, r. 5, R40";6479;;;;15/4/1394 00:00:00;"chaussure";1;0;1;0;;"107 v";15/4/1394 00:00:00;;12468;0
"7 MI 3, r. 4, r. 5, R40";6480;;;;19/4/1394 00:00:00;;1;0;1;0;;"108";19/4/1394 00:00:00;;12470;0
"7 MI 3, r. 4, r. 5, R40";6481;;;;26/4/1394 00:00:00;"don en argent pour se vêtir aux saint sépulcre, chaussure";0;0;0;0;;"108";26/4/1394 00:00:00;;12473;0
"7 MI 3, r. 4, r. 5, R40";6482;;;12;20/2/1392 00:00:00;" fr. ad 16";1;0;1;0;;"108";20/2/1392 00:00:00;;12474;0
"7 MI 3, r. 6 et r. 7, R43";6890;;;119;23/9/1398 00:00:00;"fr. ad 16";0;0;1;0;;"122";23/9/1398 00:00:00;;13316;0
"7 MI 3, r. 6 et r. 7, R43";6891;;;12;28/12/1398 00:00:00;;0;1;0;0;;"129 v";28/12/1398 00:00:00;;13319;0
"7 MI 3, r. 6 et r. 7, R43";6892;;;12;18/12/1398 00:00:00;;0;1;0;0;;"131";18/12/1398 00:00:00;;13321;0
"7 MI 3, r. 6 et r. 7, R43";6893;;;;25/2/1399 00:00:00;;1;0;0;0;;"147";25/2/1399 00:00:00;;13323;0
"7 MI 3, r. 6 et r. 7, R43";6894;;;;11/5/1398 00:00:00;;0;0;1;0;;"154 v";11/5/1398 00:00:00;;13324;0
"7 MI 3, r. 6 et r. 7, R43";6895;;;;9/10/1395 00:00:00;"fr. ad 16";0;1;0;0;;"170";9/10/1395 00:00:00;;13327;0
"7 MI 3, r. 6 et r. 7, R43";6896;;;;29/12/1395 00:00:00;;1;0;0;0;;"170";29/12/1395 00:00:00;;13328;0
"7 MI 3, r. 6 et r. 7, R43";6897;;;;25/10/1395 00:00:00;"fr. ad 16";1;0;0;0;;"170";25/10/1395 00:00:00;;13337;0
"7 MI 3, r. 6 et r. 7, R43";6898;;;;24/3/1395 00:00:00;"fr. ad 16";1;0;0;0;;"170";24/3/1395 00:00:00;;13338;0
"7 MI 3, r. 6 et r. 7, R43";6899;;;;4/4/1397 00:00:00;;1;1;0;0;;"170 v";4/4/1397 00:00:00;;13340;0
"7 MI 3, r. 6 et r. 7, R43";6900;;;;4/4/1397 00:00:00;"fr. ad 16";1;0;0;0;;"170 v";4/4/1397 00:00:00;;13341;0
"7 MI 3, r. 6 et r. 7, R43";6901;;;;15/5/1397 00:00:00;"fr. ad 16";1;1;0;0;;"170 v";15/5/1397 00:00:00;;13343;0
"7 MI 3, r. 6 et r. 7, R43";6902;;;;20/9/1397 00:00:00;"fr. ad 16";0;1;0;0;;"171";20/9/1397 00:00:00;;13349;0
"7 MI 3, r. 6 et r. 7, R43";6903;;;117;30/7/1397 00:00:00;"sc. Ad 18";0;0;1;0;;"172 v";30/7/1397 00:00:00;;13352;0
"7 MI 3, r. 6 et r. 7, R43";6904;;;117;30/7/1397 00:00:00;"sc. Ad 18";0;0;1;0;;"172 v";30/7/1397 00:00:00;;13354;0
"7 MI 3, r. 6 et r. 7, R43";6905;;;;30/7/1397 00:00:00;"fr. ad 16";0;0;1;0;;"172 v";30/7/1397 00:00:00;;13358;0
"7 MI 3, r. 6 et r. 7, R43";6906;;;;26/7/1399 00:00:00;"sc. Ad 18";0;0;1;0;;"173 v";26/7/1399 00:00:00;;13361;0
"7 MI 3, r. 6 et r. 7, R43";6907;;;;26/7/1399 00:00:00;"sc. Ad 18";0;0;1;0;;"173 v";26/7/1399 00:00:00;;13364;0
"7 MI 3, r. 6 et r. 7, R43";6908;;;;26/7/1399 00:00:00;"fr. ad 16";1;0;0;0;;"173 v";26/7/1399 00:00:00;;13366;0
"7 MI 3, r. 6 et r. 7, R43";6909;"Chambéry";"Savoie";;26/7/1399 00:00:00;;0;0;0;0;;"173 v";26/7/1399 00:00:00;;13367;0
"7 MI 3, r. 6 et r. 7, R43";6910;;;;30/5/1399 00:00:00;"fr. ad 16, broderie : semer des noud de mondit seigneur";1;0;1;0;;"178";30/5/1399 00:00:00;;13369;0
"7 MI 3, r. 6 et r. 7, R43";6911;;;;30/5/1399 00:00:00;"fr. ad 16, broderie : brodéee par toute les manches et le coleret et semees de branchetes de pommier atout les pomes";1;0;1;0;;"178";30/5/1399 00:00:00;;13370;0
"7 MI 3, r. 6 et r. 7, R43";6912;;;;30/5/1399 00:00:00;"fr. ad 16, broderie : brodees de noud de monseigneur sur les asises et ou colleret";1;0;1;0;;"178";30/5/1399 00:00:00;;13371;0
"7 MI 3, r. 6 et r. 7, R43";6913;;;;30/5/1399 00:00:00;"fr. ad 16, broderie : brodes a eschatez d'or semees de violetes";1;0;1;0;;"178";30/5/1399 00:00:00;;13372;0
"7 MI 3, r. 6 et r. 7, R43";6914;;;;30/5/1399 00:00:00;;0;0;0;0;;"178 v";30/5/1399 00:00:00;;13373;0
"7 MI 3, r. 6 et r. 7, R43";6915;;;;5/11/1399 00:00:00;;1;0;0;0;;"182";5/11/1399 00:00:00;;13374;0
"7 MI 3, r. 6 et r. 7, R43";6916;;;12;18/7/1398 00:00:00;"retard de paiement";1;0;0;0;;"205";18/7/1398 00:00:00;;13376;0
"7 MI 3, r. 6 et r. 7, R43";6917;;;;4/2/1397 00:00:00;"retard de paiement, une somme fixe par an pour les dépenses des linge des filles";0;1;0;0;;"205";4/2/1397 00:00:00;;13378;0
"7 MI 3, r. 6 et r. 7, R43";6918;;;;;"retard de paiement, une somme fixe par an pour les dépenses des linge des filles";0;1;0;0;;"205";;;13379;0
"7 MI 3, r. 6 et r. 7, R43";6919;;;12;2/5/1400 00:00:00;;0;1;0;0;;"221";2/5/1400 00:00:00;;13380;0
"7 MI 3, r. 6 et r. 7, R43";6920;;;;8/1/1400 00:00:00;;0;1;0;0;;"227 v";8/1/1400 00:00:00;;13382;0
"7 MI 3, r. 6 et r. 7, R43";6921;;;;24/5/1398 00:00:00;;1;0;1;0;;"233 v";24/5/1398 00:00:00;;13384;0
"7 MI 3, r. 6 et r. 7, R43";6922;;;;7/7/1398 00:00:00;;1;0;1;0;;"234 v";7/7/1398 00:00:00;;13386;0
"7 MI 3, r. 6 et r. 7, R43";6923;"Paris";"île-de-France";;14/7/1398 00:00:00;"sc. Ad 16";0;1;0;0;;"234 v";14/7/1398 00:00:00;;13387;0
"7 MI 3, r. 6 et r. 7, R43";6924;"Paris";"île-de-France";;17/2/1398 00:00:00;;0;1;0;0;;"236";17/2/1398 00:00:00;;13389;0
"7 MI 3, r. 6 et r. 7, R43";6925;"Paris";"île-de-France";;19/2/1398 00:00:00;;0;1;0;0;;"236";19/2/1398 00:00:00;;13391;0
"7 MI 3, r. 6 et r. 7, R43";6926;;;;27/2/1398 00:00:00;"fr. ad 16";0;1;0;0;;"236 v";27/2/1398 00:00:00;;13394;0
"7 MI 3, r. 6 et r. 7, R43";6927;"Paris";"île-de-France";;6/6/1398 00:00:00;"fr. ad 16";1;0;1;0;;"239 v";6/6/1398 00:00:00;;13395;0
"7 MI 3, r. 6 et r. 7, R43";6928;"Paris";"île-de-France";;15/6/1398 00:00:00;"fr. ad 16";1;0;1;0;;"239 v";15/6/1398 00:00:00;;13397;0
"7 MI 3, r. 6 et r. 7, R43";6929;"Paris";"île-de-France";;15/6/1398 00:00:00;"fr. ad 16";1;0;1;0;;"239 v";15/6/1398 00:00:00;;13399;0
"7 MI 3, r. 6 et r. 7, R43";6930;"Paris";"île-de-France";;15/6/1398 00:00:00;;1;0;1;0;;"239 v";15/6/1398 00:00:00;;13401;0
